featureID
4287931
4287721
4287929
4288043
4287689
4287919
4287927
4287917
4287911
4287691
4287703
4287709
4287935
4287939
4287707
4287701
4287937
4287735
4287737
4287951
4287729
4287733
4287741
4287965
4287967
4287959
4287957
4287745
4287963
4287743
4287739
4287999
4287781
4287155
4292649
4292651
4287199
4287941
4287945
4287713
4287717
4287117
4287127
4287179
4287943
4287119
4287177
4287125
4287173
4287175
4287181
4287129
4287723
4287183
4287953
4287727
4287975
4287751
4287969
4287749
4287759
4287971
4287973
4287979
4288007
4288001
4287189
4287137
4287191
4287139
4287147
4287151
4287195
4287157
4287133
4287185
4287187
4287907
4287903
4287683
4287693
4287905
4287913
4287909
4287923
4287681
4287685
4287933
4287925
4287981
4287765
4287769
4287985
4287983
4287771
4288035
4288039
4287813
4287817
4287821
4287829
4287827
4287845
4287835
4287855
4287853
4288579
4287861
4287867
4288587
4288583
4288595
4288601
4288589
4287987
4287989
4287775
4287777
4287997
4287803
4288021
4287807
1700582
1700598
1700610
1700148
1700800
1705924
1700182
1705922
1700360
1700608
1700578
1700580
1700594
1700600
1700630
1705926
1705928
1700624
1700626
1700628
1700642
1700614
1700622
1700652
1700662
1700664
1720001
1726313
1719967
1719955
1719963
1719985
1719991
1720003
1720087
1720011
1720007
1720019
1720031
1720023
1720035
1720041
1720045
1720047
1719317
1719959
1719979
1719987
1719977
1719999
1719995
1737140
1737106
1737118
1737004
1737018
1736996
1737000
1736956
1736986
1736904
1736934
1736894
1736884
1736876
1736868
1736802
1736788
1736756
1734180
1734158
1734164
1734150
1734106
1734110
1734124
1743122
1734130
1734120
1734084
1734024
1733994
1733922
1733962
1733964
1733950
1733954
1733840
1733694
1733700
1733714
1733698
1733692
1733738
1731418
1731398
1731400
1736698
1743070
1736822
1736826
1735764
1735770
1736816
1736820
1736830
1734200
1732732
1732562
1734122
1734126
1734132
1732500
1734112
1734108
1732188
1733870
1733882
1732048
1733702
1733712
1733706
1733748
1733752
1732094
1733784
1733782
1732102
1733772
1733956
1733960
1732282
1732632
1734152
1734162
1734160
1731394
1731396
1733864
1733892
1733900
1733880
1733674
1733680
1734046
1731998
1732002
1734308
1734314
1734322
1734320
1734318
1734224
1736758
1736786
1743022
1743020
1735682
1743018
1743016
1737292
1737294
1742978
1733768
1734194
1734198
1734208
1742990
1734210
1734228
1734218
1736690
1736860
1736840
1737022
1737032
1737044
1731422
1733664
1734270
1736828
1736818
1736814
1733678
1737082
1737050
1736862
1736834
1743002
1736696
1734244
1734232
1734242
1736686
1734066
1733868
1733860
1733848
1733856
1733794
1733808
1733786
1733824
1733836
1733774
1733750
1733760
1733754
1733682
1733666
1733670
1731402
1731408
1731414
1732086
1734316
1733744
1733676
1734214
1732786
1734312
3326718
3325722
3325656
3325672
3325654
3325716
3325682
3325628
3325612
3325626
3325586
3325590
3325538
3325576
3325580
3325562
3325544
3325524
3325488
3325492
3325480
3325472
3325450
3325410
3325370
3325392
3325352
3325356
3325334
3325320
3325324
3322526
3322512
3322496
3322486
3322270
3322300
3322336
3322400
3322464
3322222
3322252
3322260
3322388
3322408
3322316
3322438
3322434
3322454
3322208
3322482
3322112
3322084
