Run	Gage	A	B	C	D	E	F	DIF	Sint	Gint	Aint	RMSE	ABCD	SqMi	Nash	RMSE	Lat	Long
243	1664000	0.9873	352.6	0.000	0.255	0.00	0.00	0.00	7.481	200.00	0.00	11.44	1	619.72998	0.805557393	11.35677473	38.67597	-78.06408
244	1665500	0.9691	327.0	0.001	0.018	0.00	0.00	0.00	274.170	200.00	0.00	14.71	1	114.514999	0.732098692	14.29020349	38.38018	-78.40821
245	1666500	0.9684	397.4	0.000	0.115	0.00	0.00	0.00	293.448	91.19	0.00	12.24	1	178.820999	0.719715966	12.10799987	38.43429	-78.24256
246	1667500	0.9817	402.6	0.002	0.028	0.00	0.00	0.00	329.519	200.00	0.00	9.79	1	467.084014	0.835222557	9.570317202	38.35775	-78.26871
247	1668800	0.9775	742.8	0.172	0.138	0.00	0.00	0.00	325.277	95.69	0.00	7.85	1	15.437999	0.849376328	8.029699705	37.92634	-77.00494
248	1669000	0.9715	378.7	0.561	1.000	0.00	0.00	0.00	150.919	62.07	0.00	12.36	1	27.737699	0.857952732	12.43999342	37.86889	-76.9688
249	1669520	0.9851	230.3	0.672	0.761	0.00	0.00	0.00	89.613	90.33	0.00	11.86	1	107.097999	0.848603337	11.93632251	37.73885	-76.80347
250	1670000	0.9833	641.7	0.000	0.451	0.00	0.00	0.00	400.177	75.84	0.00	8.22	1	7.21564	0.83031934	8.915072649	37.48093	-76.58118
251	1673638	0.9944	837.9	0.000	0.702	0.00	0.00	0.00	650.932	89.88	0.00	6.17	1	8.629229	0.750070402	6.635550963	37.6501	-76.97216
252	2011400	0.9936	378.0	0.126	0.043	0.00	0.00	0.00	321.880	200.00	0.00	9.60	1	157.419006	0.851108264	9.458244143	38.20982	-79.71814
253	2011460	1.0000	186.0	0.564	1.000	0.712	-4.98	0.29	146.57	15.44	29.60	15.93	0	60.3633	0.853059134	15.10161633	38.3385	-79.72167
254	2013000	0.9879	340.6	0.000	0.540	0.324	-6.56	4.27	147.79	1.00	100.91	10.00	0	164.005996	0.856787668	10.00585408	37.74979	-80.1854
255	2014000	0.9803	308.4	0.000	0.017	0.999	-3.37	4.34	82.05	116.51	154.12	10.66	0	153.197998	0.84961768	10.6327356	37.59861	-80.21655
256	2015700	0.9574	248.7	0.000	0.301	0.506	-4.15	1.62	156.25	25.61	32.22	11.04	0	110.195999	0.87340675	10.36717971	38.32103	-79.53113
257	2016000	0.9787	242.3	0.090	0.097	0.735	-3.74	0.00	164.25	80.68	31.37	10.72	0	461.21701	0.871299547	10.33551178	38.12155	-79.6011
258	2017500	0.9554	209.5	0.232	0.227	1.000	-0.70	4.99	1.06	61.79	83.57	15.31	0	106.622001	0.726569542	15.33637925	37.46125	-80.31612
259	2018000	0.9709	229.1	0.270	0.280	0.617	-2.41	0.27	183.48	1.00	6.18	12.78	0	329.089996	0.787407069	12.93445175	37.48372	-80.18493
260	2024915	0.9619	468.7	0.000	0.467	0.00	0.00	0.00	151.977	200.00	0.00	11.54	1	27.431299	0.820735758	11.23382649	37.75565	-79.253
261	2027000	0.9186	301.9	0.000	0.839	0.00	0.00	0.00	261.180	25.42	0.00	22.90	1	92.960296	0.6891137	22.15658338	37.82822	-79.02663
262	2027500	0.8725	334.7	0.000	1.000	0.00	0.00	0.00	158.548	107.58	0.00	23.53	1	47.622501	0.64228887	22.44082029	37.76756	-79.11196
263	2028500	0.9635	313.6	0.000	0.815	0.00	0.00	0.00	1.000	156.93	0.00	17.80	1	94.769699	0.772077892	17.16102448	37.93155	-78.86428
264	2030500	0.9639	350.7	0.313	0.000	0.00	0.00	0.00	249.016	62.68	0.00	6.71	1	226.251007	0.880629488	6.761485151	37.58338	-78.56168
265	2032640	0.9856	368.1	0.000	0.586	0.00	0.00	0.00	1.048	127.21	0.00	9.87	1	108.205001	0.861476985	9.617454851	38.26333	-78.50798
266	2034500	0.9701	334.5	0.104	0.002	0.00	0.00	0.00	224.779	123.89	0.00	9.52	1	263.020996	0.888652979	9.723055907	37.51665	-78.36352
267	2038850	0.9978	285.2	0.561	0.136	0.00	0.00	0.00	238.872	64.57	0.00	7.57	1	8.495599	0.847062927	7.615360153	37.43173	-78.67076
268	2043500	0.9999	310.2	0.534	0.632	0.00	0.00	0.00	217.931	90.51	0.00	18.31	1	23.0946	0.76616798	18.53449163	36.63406	-76.64925
270	2044000	0.9745	271.9	0.000	0.303	0.00	0.00	0.00	173.329	1.00	0.00	12.42	1	38.7886	0.834174146	12.51001617	37.1064	-78.2601
271	2046000	0.9807	360.0	0.241	0.000	0.00	0.00	0.00	275.343	24.04	0.00	11.59	1	111.399002	0.807172777	11.68964545	37.09555	-77.73746
272	2051000	0.9753	310.4	0.388	0.000	0.00	0.00	0.00	234.817	28.89	0.00	12.77	1	55.916099	0.722237441	12.87602915	37.05039	-78.37508
273	2051500	0.9705	360.1	0.359	0.000	0.00	0.00	0.00	267.657	1.01	0.00	9.96	1	551.624023	0.754700651	9.966798919	36.86548	-78.21412
274	2051600	0.9719	342.5	0.168	0.004	0.00	0.00	0.00	205.334	1.01	0.00	8.15	1	30.8561	0.919172265	8.385560656	36.87105	-77.97728
275	2052500	0.9977	361.9	0.170	0.069	0.00	0.00	0.00	278.430	149.28	0.00	12.33	1	69.2966	0.816472095	12.56653008	36.60497	-77.79709
277	2053800	0.9992	458.0	0.537	0.084	0.00	0.00	0.00	411.128	123.70	0.00	10.00	1	108.386001	0.808423464	10.05849779	37.10629	-80.25422
278	2055100	0.9722	446.6	0.103	0.000	0.00	0.00	0.00	346.999	78.35	0.00	7.44	1	11.789699	0.88757103	7.028282988	37.43924	-79.93098
279	2056900	0.9852	324.2	0.336	0.144	0.00	0.00	0.00	260.806	47.54	0.00	9.39	1	115.098999	0.85064437	9.183215414	37.0603	-80.00947
281	2059500	0.9713	404.5	0.259	0.012	0.00	0.00	0.00	294.201	1.00	0.00	6.14	1	187.416	0.876811157	6.117643661	37.30352	-79.65164
283	2064000	0.9749	363.6	0.184	0.000	0.00	0.00	0.00	255.313	44.88	0.00	6.22	1	165.162002	0.896457125	6.250728666	37.24965	-78.97492
284	2065500	0.9885	417.4	0.470	0.035	0.00	0.00	0.00	348.039	19.40	0.00	9.05	1	97.520797	0.715292281	9.119775019	37.21609	-78.76482
286	2069700	0.9707	777.6	0.313	0.007	0.00	0.00	0.00	585.372	199.85	0.00	7.58	1	85.379501	0.810744592	7.584433476	36.63053	-80.25321
287	2070000	0.9814	433.5	0.544	0.055	0.00	0.00	0.00	371.428	200.00	0.00	8.71	1	104.482002	0.694513482	8.758548259	36.66259	-80.0757
288	2070500	0.9636	266.6	0.362	0.081	0.00	0.00	0.00	204.969	200.00	0.00	13.23	1	259.707	0.721822294	13.17863762	36.62796	-80.1377
289	2074500	0.9468	384.2	0.365	0.000	0.00	0.00	0.00	255.949	22.30	0.00	9.06	1	111.402	0.735925404	9.121545726	36.69522	-79.6093
290	2077200	0.9688	169.0	0.001	0.103	0.00	0.00	0.00	1.000	135.18	0.00	34.22	1	46.9859	0.60778814	34.48784189	36.29578	-79.22796
291	2079640	0.9870	366.0	0.230	0.000	0.00	0.00	0.00	2.303	63.06	0.00	11.55	1	53.573299	0.729323198	11.30402972	36.75004	-78.3557
293	2081500	0.9911	233.4	0.000	0.089	0.00	0.00	0.00	1.000	119.62	0.00	20.46	1	165.391998	0.777924885	20.62744821	36.30184	-78.71951
294	2082770	0.9947	260.0	0.385	0.142	0.00	0.00	0.00	144.700	200.00	0.00	11.94	1	172.613998	0.77369006	12.0305855	36.19464	-78.17577
295	2082950	0.9987	265.9	0.566	0.224	0.00	0.00	0.00	236.888	61.12	0.00	12.65	1	177.936004	0.695880607	12.75414806	36.34525	-77.94641
298	2085220	0.9777	380.6	0.180	0.000	0.00	0.00	0.00	188.308	24.40	0.00	13.20	1	80.354797	0.801955661	13.98042845	36.17416	-79.02782
305	2102908	0.8386	429.6	0.247	0.181	0.00	0.00	0.00	225.321	1.07	0.00	13.78	1	7.61595	0.64564004	13.84945273	35.15322	-79.20388
306	2105900	0.9961	205.4	0.878	1.000	0.00	0.00	0.00	278.497	1.00	0.00	33.57	1	22.739099	0.642430176	33.47965776	34.24281	-78.13102
310	2111180	0.9722	403.5	0.000	0.011	0.00	0.00	0.00	334.073	200.00	0.00	20.69	1	50.7593	0.781595724	19.83628689	36.1512	-81.51244
311	2111500	0.9140	586.7	0.000	1.000	0.00	0.00	0.00	213.941	72.50	0.00	13.58	1	90.216499	0.797197017	12.85976288	36.27648	-81.27745
312	2112120	0.9621	754.7	0.239	0.016	0.00	0.00	0.00	496.709	1.00	0.00	8.17	1	124.428001	0.819552905	7.998558672	36.34931	-81.09203
313	2112360	0.8905	514.3	0.001	0.563	0.00	0.00	0.00	286.789	1.00	0.00	14.33	1	79.264999	0.818907452	12.22840145	36.40756	-80.89204
315	2118500	0.9261	297.7	0.000	0.704	0.00	0.00	0.00	211.052	1.00	0.00	16.89	1	154.643997	0.768865825	16.70992679	36.08403	-80.90131
316	2123567	0.9969	453.5	0.594	0.163	0.00	0.00	0.00	375.464	46.49	0.00	9.08	1	3.469	0.849756337	9.23029734	35.36173	-80.00844
318	2128000	0.9833	248.7	0.001	0.079	0.00	0.00	0.00	146.196	200.00	0.00	20.75	1	105.588996	0.697102214	20.92581959	35.52558	-79.83937
319	2135300	0.9896	281.6	0.698	0.042	0.00	0.00	0.00	245.972	200.00	0.00	6.35	1	96.553596	0.622108151	6.26678949	34.24205	-80.38522
320	2137727	0.8483	320.5	0.000	0.107	0.00	0.00	0.00	142.859	159.69	0.00	20.99	1	127.236999	0.676604994	20.76030117	35.63744	-82.17825
321	2140991	0.9255	351.5	0.028	1.000	0.00	0.00	0.00	1.000	163.32	0.00	17.01	1	201.539001	0.80346132	16.31711571	36.00289	-81.72579
323	2143000	0.8577	299.5	0.002	0.876	0.00	0.00	0.00	1.001	93.82	0.00	24.44	1	83.657302	0.693986163	24.02490929	35.66504	-81.5752
325	2147126	0.9961	275.2	0.000	0.072	0.00	0.00	0.00	177.615	200.00	0.00	16.93	1	34.8815	0.753069809	17.06805716	34.87456	-80.71863
326	2147500	0.9928	340.7	0.281	0.000	0.00	0.00	0.00	258.490	74.37	0.00	7.79	1	198.546005	0.769650083	7.856609006	34.64567	-81.07001
328	2152100	0.9303	328.8	0.000	0.705	0.00	0.00	0.00	1.003	123.38	0.00	23.79	1	59.843399	0.718123219	22.91650832	35.54455	-81.75413
332	2157470	0.9776	223.8	0.445	0.253	0.00	0.00	0.00	109.293	157.53	0.00	9.49	1	32.747501	0.844082315	9.510422323	35.09459	-82.27501
333	2157490	0.9779	411.1	0.340	0.059	0.00	0.00	0.00	292.137	200.00	0.00	6.89	1	15.854999	0.867376847	6.927708132	35.0219	-82.25826
334	2167450	0.9889	347.4	0.351	0.002	0.00	0.00	0.00	266.731	200.00	0.00	6.30	1	223.955001	0.872534887	6.339557008	34.37177	-81.92107
335	2171680	0.9957	279.7	0.931	1.000	0.00	0.00	0.00	231.592	9.16	0.00	13.50	1	15.2389	0.693160054	14.41976366	33.31317	-79.82471
336	2174250	0.9914	566.3	0.000	1.000	0.00	0.00	0.00	368.006	22.55	0.00	9.44	1	23.7945	0.694033443	9.520573434	33.41894	-80.75822
337	2177000	0.9481	408.3	0.951	1.000	0.00	0.00	0.00	336.521	82.56	0.00	18.36	1	203.388	0.865921164	18.05284053	34.95787	-83.20237
338	2178400	0.9886	654.1	0.646	0.624	0.00	0.00	0.00	561.467	168.99	0.00	16.01	1	58.407501	0.866926666	15.74161074	34.95437	-83.53246
339	2192500	0.9733	395.2	0.365	0.000	0.00	0.00	0.00	260.307	197.29	0.00	6.54	1	214.623992	0.862799267	6.588838452	34.27541	-82.4812
340	2193340	0.9754	279.4	0.395	0.000	0.00	0.00	0.00	153.612	63.09	0.00	9.18	1	33.9276	0.788406971	9.259058438	33.72317	-82.9147
341	2196000	0.9888	380.4	0.418	0.000	0.00	0.00	0.00	238.683	118.21	0.00	9.47	1	543.776977	0.699582306	9.543608065	33.93152	-82.0761
342	2197300	1.0000	159.6	0.984	0.038	0.00	0.00	0.00	523.632	200.00	0.00	2.65	1	88.454399	0.842280757	2.611052175	33.46699	-81.61987
343	2198100	0.9941	369.3	0.341	0.248	0.00	0.00	0.00	294.117	1.00	0.00	8.91	1	30.6914	0.795970353	8.984985367	32.96425	-81.87393
344	2198690	0.9996	331.1	0.575	0.448	0.00	0.00	0.00	4.988	131.97	0.00	10.86	1	162.095993	0.721925591	10.94585128	32.47273	-81.36614
345	2202600	0.9990	325.4	0.714	1.000	0.00	0.00	0.00	243.392	66.50	0.00	9.15	1	227.981002	0.838503976	9.223484221	32.2819	-81.6404
347	2212600	0.9950	314.9	0.279	0.008	0.00	0.00	0.00	245.289	105.28	0.00	7.51	1	72.570999	0.926349294	7.500306752	33.17264	-83.71018
348	2213050	0.9907	344.2	0.339	0.031	0.00	0.00	0.00	260.335	1.00	0.00	11.01	1	31.2644	0.844651665	11.54701734	33.02019	-83.60172
349	2215100	0.9908	281.3	0.603	1.000	0.00	0.00	0.00	119.668	51.94	0.00	11.88	1	162.274993	0.872982468	11.96498955	32.28597	-83.68409
350	2216180	0.9914	298.6	0.285	1.000	0.00	0.00	0.00	116.965	90.07	0.00	16.11	1	49.8498	0.808211255	16.24057949	32.0319	-83.02274
351	2220550	0.9845	402.2	0.335	0.000	0.00	0.00	0.00	325.943	1.00	0.00	8.74	1	16.786899	0.810261069	8.952648168	33.40945	-82.98364
353	2221525	0.9898	379.6	0.350	0.013	0.00	0.00	0.00	288.498	1.00	0.00	6.92	1	189.496994	0.917818579	6.955339493	33.35752	-83.63566
354	2226100	0.9997	709.8	0.000	0.034	0.00	0.00	0.00	590.109	197.15	0.00	7.85	1	199.494003	0.953558997	7.923704986	31.49051	-81.87806
356	2228500	0.9984	579.2	0.460	1.000	0.00	0.00	0.00	548.419	1.00	0.00	11.82	1	191.871994	0.890021944	12.18611632	30.60708	-82.22543
357	2229000	0.9924	865.1	0.000	0.762	0.00	0.00	0.00	753.965	1.00	0.00	27.77	1	125.996002	0.600192755	28.20099107	30.32996	-82.39223
358	2231000	0.9947	559.3	0.453	1.000	0.00	0.00	0.00	377.095	74.85	0.00	11.51	1	675.04602	0.842651705	11.60892695	30.36949	-82.2719
359	2231268	0.9959	462.2	0.000	0.359	0.00	0.00	0.00	1.066	29.82	0.00	17.75	1	15.0135	0.888404352	17.90121933	30.5763	-81.90398
360	2231280	0.9984	528.9	0.000	0.028	0.00	0.00	0.00	434.769	200.00	0.00	22.01	1	33.293098	0.84897896	22.16843428	30.45272	-81.89215
361	2231342	0.9861	598.2	0.000	0.974	0.00	0.00	0.00	1.005	29.54	0.00	16.16	1	43.074199	0.805004281	16.29118323	27.51489	-80.83126
364	2244473	0.9968	552.2	0.399	0.076	0.00	0.00	0.00	237.611	62.08	0.00	12.61	1	47.094299	0.766284665	12.71914112	29.66223	-81.78512
365	2245255	0.9978	809.6	0.000	0.816	0.00	0.00	0.00	722.848	1.00	0.00	20.09	1	21.779499	0.789740749	19.86622835	29.70105	-81.40287
366	2245500	0.9930	907.8	0.000	0.473	0.00	0.00	0.00	1.000	122.44	0.00	13.94	1	134.531005	0.739402434	14.05982205	29.90372	-81.8769
367	2246000	0.9955	422.0	0.452	0.093	0.00	0.00	0.00	382.001	1.00	0.00	7.85	1	174.154998	0.925157425	7.880736128	30.1476	-81.96405
369	2246900	0.9918	438.2	1.000	0.648	0.00	0.00	0.00	29.093	1.40	0.00	22.46	1	18.0622	0.653998736	22.64455472	29.86922	-81.39261
370	2266200	0.9984	827.5	1.000	0.790	0.00	0.00	0.00	48.749	13.65	0.00	17.76	1	10.0724	0.665089124	17.70338091	28.38951	-81.6514
371	2268390	0.9797	1000.0	0.315	0.049	0.00	0.00	0.00	796.537	199.97	0.00	7.74	1	46.036899	0.644981231	7.775850226	27.84186	-81.50894
374	2297155	0.9956	1000.0	0.354	0.013	0.00	0.00	0.00	185.408	189.61	0.00	12.54	1	36.139701	0.684255107	12.61476396	27.55912	-82.04356
375	2297310	0.9969	959.3	0.127	1.000	0.00	0.00	0.00	764.427	1.00	0.00	6.86	1	204.003997	0.84916741	6.910298172	27.40355	-82.00105
377	2298488	0.9052	579.4	0.688	0.000	0.00	0.00	0.00	20.613	1.05	0.00	8.63	1	26.9715	0.654557128	8.691759463	27.4747	-82.11604
378	2298495	0.7978	275.2	0.604	0.003	0.00	0.00	0.00	188.487	1.00	0.00	15.39	1	4.3968	0.64087452	15.51400537	27.38772	-82.11133
380	2298554	0.9917	784.7	0.000	0.244	0.00	0.00	0.00	1.000	25.42	0.00	13.03	1	81.518203	0.771629546	13.13623107	27.42974	-82.15237
381	2298608	0.9930	777.7	0.000	0.258	0.00	0.00	0.00	1.001	2.85	0.00	11.30	1	120.595001	0.799590151	11.3910287	27.4058	-82.13156
382	2299950	0.9954	743.3	0.118	0.086	0.00	0.00	0.00	1.001	102.67	0.00	13.65	1	67.2863	0.83312265	13.75924766	27.54887	-82.14455
383	2300700	0.9779	580.7	0.000	0.869	0.00	0.00	0.00	392.566	1.00	0.00	19.59	1	28.510099	0.670955701	19.75245156	27.76026	-82.31271
384	2301990	0.9983	761.3	0.320	0.092	0.00	0.00	0.00	1.001	108.69	0.00	2.72	1	92.246597	0.89847189	2.725029385	28.23449	-82.13022
391	2315000	0.9955	742.3	0.000	0.163	0.00	0.00	0.00	383.827	200.00	0.00	13.22	1	1933.579956	0.777236065	13.9303725	30.86278	-82.56251
394	2321000	0.9990	510.6	0.528	0.152	0.00	0.00	0.00	1.001	109.88	0.00	9.99	1	179.662994	0.772034042	10.062002	30.06404	-82.14338
395	2322698	0.9605	977.4	0.923	0.092	0.00	0.00	0.00	1000.000	200.00	0.00	4.47	1	248.889999	0.712799917	4.98006472	30.088	-82.68959
396	2322700	0.9637	570.2	0.987	0.058	0.00	0.00	0.00	1000.000	198.69	0.00	2.64	1	252.688003	0.800704993	2.641867746	30.08624	-82.69082
398	2324000	0.9968	1000.0	0.574	0.678	0.00	0.00	0.00	1.008	73.58	0.00	10.05	1	305.415008	0.605502613	10.12050807	29.92676	-83.24094
399	2324400	0.9997	1000.0	0.882	0.276	0.00	0.00	0.00	1.005	95.19	0.00	5.69	1	68.056198	0.744659247	5.711588434	30.18076	-83.41978
400	2326000	0.9971	709.6	0.589	0.046	0.00	0.00	0.00	348.803	118.69	0.00	12.63	1	214.830993	0.646599891	12.72829999	30.28465	-83.60605
401	2326512	0.9996	1000.0	0.611	0.226	0.00	0.00	0.00	819.338	12.56	0.00	10.29	1	818.343017	0.795496494	10.42291839	30.5577	-83.70609
403	2327100	0.9938	274.8	0.443	1.000	0.00	0.00	0.00	274.221	49.64	0.00	30.01	1	104.679	0.615661474	30.26326944	30.23274	-84.55807
404	2330400	0.9799	364.8	0.000	0.144	0.00	0.00	0.00	346.931	4.02	0.00	28.19	1	173.289001	0.64513897	28.42599442	30.15935	-84.87233
406	2338523	0.9869	878.7	0.261	0.907	0.00	0.00	0.00	437.228	54.51	0.00	9.21	1	16.687999	0.907179106	9.242263821	33.35207	-85.2625
411	2342933	0.9922	588.5	0.000	0.165	0.00	0.00	0.00	460.144	1.00	0.00	18.77	1	112.005996	0.868306485	18.92515178	32.02579	-85.41953
413	2343300	0.9837	1000.0	0.000	0.910	0.00	0.00	0.00	478.456	8.55	0.00	11.75	1	146.225006	0.753578237	11.82165958	31.54152	-85.24197
414	2343940	0.9959	475.0	1.000	1.000	0.00	0.00	0.00	296.802	111.59	0.00	24.05	1	64.995002	0.642790581	24.24223004	31.27141	-85.00751
415	2349900	0.9807	470.2	0.258	0.008	0.00	0.00	0.00	306.919	1.00	0.00	9.37	1	47.439098	0.869840456	9.448637297	32.24108	-83.83753
416	2350600	0.9520	531.4	0.330	0.010	0.00	0.00	0.00	275.224	199.99	0.00	9.65	1	186.089004	0.908717885	9.622760316	32.21899	-84.6023
417	2350900	0.9981	363.4	0.715	0.261	0.00	0.00	0.00	314.562	30.42	0.00	12.55	1	527.072998	0.797193416	12.6200702	32.06954	-84.50081
418	2361000	0.9817	717.3	0.128	0.000	0.00	0.00	0.00	497.072	118.40	0.00	16.35	1	687.880004	0.804703498	16.43187946	31.58696	-85.46488
419	2362240	0.9243	521.0	0.184	0.063	0.00	0.00	0.00	265.885	117.05	0.00	16.98	1	21.312999	0.764869035	16.95960172	31.32385	-85.97114
420	2363000	0.9918	924.3	0.014	0.332	0.00	0.00	0.00	706.965	1.00	0.00	13.94	1	499.040008	0.849632639	14.04914645	31.8684	-85.65758
421	2364500	0.9801	735.5	0.007	1.000	0.00	0.00	0.00	497.405	1.01	0.00	17.91	1	1183.829956	0.798604648	18.04014843	31.65955	-85.85926
422	2364570	0.9868	545.7	0.000	0.256	0.00	0.00	0.00	202.178	33.20	0.00	23.22	1	26.390199	0.882750053	23.48601777	31.12142	-86.24274
423	2365470	0.9851	516.6	0.396	1.000	0.00	0.00	0.00	314.848	118.36	0.00	29.21	1	149.216995	0.641202503	29.44516672	30.95997	-85.64524
425	2366996	0.9026	978.7	0.250	0.051	0.00	0.00	0.00	490.864	200.00	0.00	20.71	1	38.881099	0.634575934	20.88267483	30.70881	-86.23603
427	2367310	0.3182	1000.0	0.956	0.357	0.00	0.00	0.00	528.301	77.02	0.00	15.13	1	28.2618	0.791143352	15.07196728	30.59967	-86.49271
428	2369800	0.9879	719.2	0.535	0.786	0.00	0.00	0.00	488.071	111.13	0.00	15.32	1	87.842903	0.831673587	15.40573257	31.08643	-86.66732
429	2370000	0.9848	511.5	0.695	1.000	0.00	0.00	0.00	512.926	1.00	0.00	18.38	1	206.307006	0.821201547	18.48711882	31.00617	-86.69587
431	2371200	0.9894	538.7	0.342	0.069	0.00	0.00	0.00	330.398	200.00	0.00	12.78	1	8.94684	0.78459375	12.62500968	31.83997	-86.12871
432	2371500	0.9926	672.5	0.538	1.000	0.00	0.00	0.00	513.267	19.20	0.00	16.96	1	499.144989	0.789286934	17.07180781	31.87342	-85.97791
433	2372250	0.9938	771.1	0.291	0.514	0.00	0.00	0.00	600.663	69.17	0.00	14.07	1	442.170989	0.861280662	14.15294255	31.85478	-86.2607
434	2373000	0.9932	683.6	0.000	0.406	0.00	0.00	0.00	516.900	1.00	0.00	19.02	1	468.572998	0.876336715	19.17899603	31.68974	-86.78915
436	2374500	0.9927	920.8	0.377	0.110	0.00	0.00	0.00	788.670	152.84	0.00	10.35	1	172.091003	0.90578045	10.38806324	31.54482	-87.04728
437	2374745	0.9852	788.3	0.183	0.000	0.00	0.00	0.00	624.346	106.84	0.00	13.28	1	182.283004	0.9056834	13.36185066	31.33139	-87.15102
438	2374950	0.9657	660.6	0.277	0.002	0.00	0.00	0.00	490.101	200.00	0.00	8.99	1	194.404006	0.937096428	9.021378775	31.31932	-87.34517
439	2381600	0.8314	364.0	1.000	1.000	0.00	0.00	0.00	299.040	11.28	0.00	28.22	1	3.986409	0.697486205	28.40940789	34.58076	-84.44764
440	2384540	0.9923	296.5	0.266	0.069	0.00	0.00	0.00	252.232	200.00	0.00	12.45	1	8.251509	0.891867398	12.16525496	34.87649	-84.67772
442	2388900	0.9486	610.7	0.516	1.000	0.00	0.00	0.00	448.081	1.22	0.00	15.19	1	69.644401	0.834288753	15.31391862	34.58594	-84.11834
445	2390000	0.9749	388.3	0.780	0.442	0.00	0.00	0.00	393.451	1.00	0.00	15.13	1	89.015998	0.816364558	15.24612532	34.51524	-84.24177
447	2395120	0.9963	311.9	0.540	0.201	0.00	0.00	0.00	217.837	74.90	0.00	9.25	1	32.4365	0.870703197	9.324457438	34.29302	-84.8512
449	2408540	0.9899	410.0	0.439	0.819	0.00	0.00	0.00	174.364	96.90	0.00	12.80	1	263.479003	0.900335662	12.82523129	33.06463	-86.1076
450	2410000	0.9825	269.1	0.555	0.544	0.00	0.00	0.00	1.007	23.05	0.00	15.73	1	4.872509	0.84183321	15.8975606	32.69915	-86.11383
451	2415000	0.9811	690.9	0.000	0.999	0.00	0.00	0.00	383.122	42.48	0.00	11.64	1	189.723007	0.904666938	11.73633187	33.1763	-85.87737
453	2422500	0.9879	856.2	0.102	0.005	0.00	0.00	0.00	641.164	1.00	0.00	10.34	1	203.686004	0.897170379	10.38939121	32.78317	-86.85092
455	2427250	0.9948	644.4	0.000	0.093	0.00	0.00	0.00	473.924	84.65	0.00	11.53	1	260.712005	0.92295586	11.6226801	31.87029	-86.96229
456	2427700	0.9939	462.6	0.034	0.012	0.00	0.00	0.00	168.176	68.47	0.00	9.51	1	97.481498	0.94608146	9.588959117	32.0744	-87.67123
459	2430085	0.9899	355.9	0.384	0.070	0.00	0.00	0.00	298.121	195.78	0.00	11.43	1	15.6611	0.822400819	11.51614381	34.47527	-88.24474
460	2430615	0.9303	631.9	0.453	0.000	0.00	0.00	0.00	463.015	199.99	0.00	7.92	1	11.0867	0.819775595	7.840874226	34.40806	-88.33529
461	2430880	0.8996	667.3	0.440	0.000	0.00	0.00	0.00	444.709	199.46	0.00	7.84	1	18.404499	0.83125149	7.725671786	34.33432	-88.34786
463	2438000	0.9913	346.9	0.227	0.121	0.00	0.00	0.00	283.001	133.60	0.00	12.75	1	279.618988	0.908665038	12.8527061	34.1715	-87.83582
465	2448900	0.9980	366.8	0.064	0.155	0.00	0.00	0.00	141.083	133.81	0.00	18.91	1	159.003005	0.748278468	19.06277617	32.79668	-88.44402
466	2450250	0.9954	313.7	0.444	0.731	0.00	0.00	0.00	319.767	1.00	0.00	19.03	1	89.507797	0.840278096	19.10959269	34.34357	-87.43168
467	2450825	0.9956	307.7	0.510	0.354	0.00	0.00	0.00	283.941	1.00	0.00	13.89	1	101.714996	0.875693575	13.86855881	34.18127	-87.51086
468	2464000	0.9913	346.0	0.000	0.902	0.00	0.00	0.00	259.227	47.11	0.00	12.99	1	223.531005	0.920923774	13.08400537	33.65317	-87.61272
469	2464146	0.9523	501.5	0.290	0.005	0.00	0.00	0.00	360.785	199.84	0.00	12.46	1	6.10923	0.84277804	12.51361872	33.40953	-87.49371
470	2464360	0.9688	419.5	0.233	0.013	0.00	0.00	0.00	327.767	191.43	0.00	11.51	1	57.380401	0.850462107	11.57727511	33.47058	-87.6825
471	2465493	0.9893	520.4	0.505	0.039	0.00	0.00	0.00	432.029	200.00	0.00	8.01	1	32.2075	0.856001568	8.062424035	32.96922	-87.52304
472	2467500	0.9834	462.9	0.133	0.022	0.00	0.00	0.00	295.415	1.06	0.00	10.14	1	607.767028	0.839105602	10.21457768	32.66547	-88.54848
473	2468500	0.9950	245.6	0.354	1.000	0.00	0.00	0.00	90.872	8.26	0.00	13.28	1	257.519012	0.900469001	13.40698177	32.33516	-87.66422
474	2469800	0.9888	492.8	0.393	1.000	0.00	0.00	0.00	365.017	1.00	0.00	11.19	1	163.197998	0.933696316	11.26474971	31.81062	-87.90434
475	2470072	0.9847	440.9	0.099	0.000	0.00	0.00	0.00	325.122	1.01	0.00	12.10	1	10.6436	0.929964813	12.20223203	31.89722	-87.76097
476	2472000	0.9976	361.8	0.430	0.614	0.00	0.00	0.00	190.281	97.00	0.00	9.64	1	744.067993	0.90636724	9.661711771	32.04461	-89.44998
477	2472500	0.9841	596.6	0.276	0.002	0.00	0.00	0.00	436.922	87.56	0.00	7.85	1	304.994995	0.906356852	7.890200775	31.58639	-89.65966
478	2472850	0.9666	627.0	0.214	0.000	0.00	0.00	0.00	445.375	1.01	0.00	10.38	1	256.41101	0.85913574	10.41486042	31.73275	-89.61243
479	2479155	0.9896	682.0	0.109	0.000	0.00	0.00	0.00	548.164	1.00	0.00	13.73	1	53.0041	0.89179529	13.83653708	31.09865	-89.00619
