Run	Gage	A	B	C	D	E	F	DIF	Sint	Gint	Aint	RMSE	ABCD	SqMi	Nash	RMSE	Lat	Long
697	4282650	0.992957213	244.8862135	0.407973117	0.645838522	0.277697673	-4.935125782	6.258069173	130.206351	16.46793751	121.6622103	18.68785841	0	58.259899	0.627092035	18.59741379	44.16597	-73.17101
698	4282780	0.9778073	451.3704403	0.328256838	0.005724686	3.76E-07	-6.209523199	2.718370485	462.9670222	168.7648612	1.000629345	18.6889086	0	76.789199	0.62792346	18.74230338	44.24553	-73.08902
699	4288230	0.833975045	415.2466847	0.002125609	0.317280905	0.66231618	3.030047001	9.977140064	324.1635611	1.078769296	157.2463554	28.5552247	0	3.828649	0.850907188	28.22489442	44.50446	-72.80398
700	4296000	0.98328233	598.7100177	0.121037255	0.653997774	0.708394303	-3.384992827	5.452389691	507.1757311	2.20433166	114.9935095	20.67798599	0	116.676002	0.705957562	20.46458326	44.73546	-72.33468
701	7030392	0.992826355	685.3710638	0.423909039	0.038089581	0	0	0	529.7548197	199.9994734	0	13.11614973	1	209.625	0.670398341	13.18385571	34.9319	-89.16809
702	7030500	0.989813122	783.0899781	1.96E-08	0.998125127	0	0	0	266.3457756	176.6455466	0	19.60708512	1	503.066009	0.657695595	19.67094333	35.05689	-89.15862
703	7290650	0.984036611	333.2095119	0.257557816	1.45E-08	0	0	0	88.10949582	111.4877865	0	15.01899966	1	652.018981	0.777796631	15.87877114	31.93708	-90.54917
704	7291000	0.987429492	419.1858788	0.327460408	0.013281415	0	0	0	273.5083056	26.80039314	0	16.49383981	1	185.055999	0.736128007	16.62933096	31.65059	-90.713
705	7292500	0.986097992	548.3088493	0.345360242	0.004999266	0	0	0	354.5691559	199.999919	0	11.97498863	1	800.421997	0.782940702	12.06920095	31.63267	-90.50362
706	7295000	0.983511559	485.1727114	0.042244543	0.557699477	0	0	0	249.8350865	20.60197436	0	20.34873591	1	180.147003	0.668283885	20.63802168	31.17096	-91.18474
708	7375800	0.997466294	659.9077491	0.28700941	0.236499911	0	0	0	1.000042962	127.9113692	0	12.66001508	1	87.850402	0.825666205	12.66949243	31.04567	-90.64283
709	7375960	0.992068245	606.0960514	1.01E-08	0.531438485	0	0	0	6.353730575	123.6480348	0	21.15991299	1	220.136993	0.741663457	21.31382085	30.91593	-90.65894
710	7376000	0.993618128	722.1881881	3.52E-07	0.53168538	0	0	0	1.000010441	93.61584942	0	19.23688091	1	251.583999	0.728608311	19.38468612	30.87804	-90.65764
711	7377000	0.993450505	452.8104593	0.369915326	0.028256578	0	0	0	334.346462	199.9787204	0	12.73147506	1	588.924011	0.805346172	13.02662216	31.16553	-90.8063
712	3250310	0.988530645	338.3675764	1.89E-07	5.63E-06	0	0	0	200.4157499	30.3411453	0	14.55984001	1	1.67804	0.838739509	14.36274693	38.25053	-83.55106
714	1031500	0.908944221	312.6886886	7.25E-05	0.523618824	0.107427973	-3.348999711	7.853015382	267.8730412	115.9962742	21.73315271	26.74531512	0	296.928985	0.827287317	25.75391123	45.23542	-69.58003
715	1047000	0.872387415	322.5043403	8.03E-06	0.163536877	0.204930262	-3.524936679	7.423025796	283.729123	87.25331037	34.14029242	25.54443904	0	351.002014	0.84007989	24.52796909	44.9879	-70.1614
717	1194500	0.949268229	377.9628281	2.99E-09	0.778518823	0.557071821	-0.214999946	9.999999966	53.65319737	150.2895726	196.6600648	26.86399611	0	22.45	0.83917122	26.70543178	41.47902	-72.28482
718	1195100	0.995358152	392.983096	0.492530298	0.948691073	0.251195763	-1.080000001	9.998977288	274.582922	1.000000584	128.633808	16.38675666	0	5.72908	0.887226717	16.51941987	41.33195	-72.54846
720	1208990	0.991938591	370.3387677	0.119416767	0.564510351	0.208670978	-9.99865259	9.755665552	287.4308029	78.53216813	1.00017927	20.7518524	0	20.7616	0.814869834	21.06547723	41.3245	-73.44199
721	1350000	0.94333068	474.9620112	4.78E-06	0.312973491	0.00383849	-3.75265083	9.032278126	182.4718478	43.08640157	184.2216292	36.0677947	0	236.492004	0.706730553	34.99709399	42.2566	-74.26754
722	1423000	0.948861904	326.3826739	0.000345828	0.574781687	0.269460158	-3.92363771	5.016802254	227.8831164	124.1381603	1.001784552	27.95721195	0	331.923004	0.673154037	27.69508919	42.28888	-74.87718
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
