year,month,day,precip,tmax,tmin,wind
2010,3,1,0,5.13,-13.18,-4.025
2010,3,2,0,2.63,-6.58,-1.975
2010,3,3,0.153,2.57,-4.09,-0.76
2010,3,4,0,1.43,-9.36,-3.965
2010,3,5,0,2.63,-6.58,-1.975
2010,3,6,0.153,2.57,-4.09,-0.76
2010,3,7,0,1.43,-9.36,-3.965
2010,3,8,0,2.63,-6.58,-1.975
2010,3,9,0.153,2.57,-4.09,-0.76
2010,3,10,0,3.17,-7.64,-2.235
2010,3,11,14.832,5.2,-7.63,-1.215
2010,3,12,3.258,8.57,-3.82,2.375
2010,3,13,0,1.79,-2.31,-0.26
2010,3,14,0,5.98,-1.92,2.03
2010,3,15,0,9.91,-5.61,2.15
2010,3,16,0.045,13.04,-1.94,5.55
2010,3,17,8.118,12.35,-5.18,3.585
2010,3,18,3.573,10.6,-1.48,4.56
2010,3,19,0,11.49,-2.9,4.295
2010,3,20,0.675,9.64,-3.21,3.215
2010,3,21,0.135,6.96,0.6,3.78
2010,3,22,0,3.99,-8.81,-2.41
2010,3,23,0,12.8,-3.62,4.59
2010,3,24,0,13.67,-5.39,4.14
2010,3,25,0.675,9.64,-3.21,3.215
2010,3,26,3.195,10.86,3.68,7.27
2010,3,27,4.302,20.5,3.83,12.165
2010,3,28,0,9.1,-1.33,3.885
2010,3,29,10.89,9.74,-1.12,4.31
2010,3,30,0,7.33,-4.68,1.325
2010,3,31,0,-0.68,-8.28,-4.48
2010,4,1,0,-0.81,-9,-4.905
2010,4,2,0.135,5.08,-4.4,0.34
2010,4,3,0,9.23,-4.89,2.17
2010,4,4,0,7.48,-6.55,0.465
2010,4,5,0,13.15,-2.57,5.29
2010,4,6,0,12.03,-3.41,4.31
2010,4,7,0,14.25,-2.29,5.98
2010,4,8,0,14.93,-3.63,5.65
2010,4,9,0,19.77,0.03,9.9
2010,4,10,0,15.68,4.36,10.02
2010,4,11,0,15.68,4.36,10.02
2010,4,12,0,15.68,4.36,10.02
2010,4,13,0,14.31,0.76,7.535
2010,4,14,0,17.45,0.15,8.8
2010,4,15,0,24.99,3.55,14.27
2010,4,16,0.072,23.1,6.92,15.01
2010,4,17,1.008,11.56,-3.72,3.92
2010,4,18,0.045,19.72,1.12,10.42
2010,4,19,0,21.71,7.68,14.695
2010,4,20,0,24.99,5.9,15.445
2010,4,21,0,26.83,8.99,17.91
2010,4,22,0,30.74,4.57,17.655
2010,4,23,0,14.07,2.77,8.42
2010,4,24,0,17.95,-0.76,8.595
2010,4,25,0.558,23.04,8.56,15.8
2010,4,26,0,22.63,5.83,14.23
2010,4,27,1.62,17.62,2.25,9.935
2010,4,28,0,18.39,4.07,11.23
2010,4,29,0,24.56,3.87,14.215
2010,4,30,0,27.4,8.91,18.155
2010,5,1,0,27.94,11.77,19.855
2010,5,2,0.18,25.02,12.35,18.685
2010,5,3,0,21.29,6.99,14.14
2010,5,4,28.332,20.7,9.93,15.315
2010,5,5,29.745,22.15,6.76,14.455
2010,5,6,0.657,15.8,5.1,10.45
2010,5,7,0,22.65,3.24,12.945
2010,5,8,0,26.62,6.05,16.335
2010,5,9,0,28.01,7.14,17.575
2010,5,10,0.225,30,5.27,17.635
2010,5,11,0.423,28.52,10.45,19.485
2010,5,12,0.495,27.42,12.17,19.795
2010,5,13,0.495,27.42,12.17,19.795
2010,5,14,0.495,27.42,12.17,19.795
2010,5,15,0.495,27.42,12.17,19.795
2010,5,16,0.495,27.42,12.17,19.795
2010,5,17,0,16.84,6.71,11.775
2010,5,18,7.785,18.89,9.67,14.28
2010,5,19,2.952,18.51,4.56,11.535
2010,5,20,0.027,24.14,4.77,14.455
2010,5,21,0,26.28,5.91,16.095
2010,5,22,0,29.85,8.8,19.325
2010,5,23,0,31.31,14.61,22.96
2010,5,24,0,29.73,16.95,23.34
2010,5,25,2.502,29.6,17.65,23.625
2010,5,26,0,20.9,8.37,14.635
2010,5,27,0,17.33,3.71,10.52
2010,5,28,0,22.08,3.77,12.925
2010,5,29,0,22.31,3.88,13.095
2010,5,30,0,22.31,3.88,13.095
2010,5,31,3.348,23.62,9.07,16.345
2010,6,1,0,20.9,8.37,14.635
2010,6,2,1.935,19.16,10.79,14.975
2010,6,3,1.035,26,15.55,20.775
2010,6,4,0.738,29.14,15.02,22.08
2010,6,5,4.392,30.38,15.28,22.83
2010,6,6,0,22.36,4.28,13.32
2010,6,7,3.105,23.72,8.92,16.32
2010,6,8,3.465,23.8,11.58,17.69
2010,6,9,0,22.36,4.28,13.32
2010,6,10,3.105,23.72,8.92,16.32
2010,6,11,0.153,20.09,9.75,14.92
2010,6,12,17.91,28.57,9.31,18.94
2010,6,13,1.125,17.6,11.14,14.37
2010,6,14,0,17.74,8.44,13.09
2010,6,15,2.772,20.06,5.25,12.655
2010,6,16,3.375,23.81,12.31,18.06
2010,6,17,0,23.41,6.87,15.14
2010,6,18,15.525,33.29,18.44,25.865
2010,6,19,2.502,27.68,12.9,20.29
2010,6,20,0,26.85,10.72,18.785
2010,6,21,0.63,24.27,9.34,16.805
2010,6,22,0,24.76,8.46,16.61
2010,6,23,0,22.24,7.48,14.86
2010,6,24,1.26,25.11,11.8,18.455
2010,6,25,0.045,23.1,14.03,18.565
2010,6,26,3.42,29.08,13.29,21.185
2010,6,27,0,25.64,7.25,16.445
2010,6,28,0,28.08,8.63,18.355
2010,6,29,0,27.35,13.01,20.18
2010,6,30,0,27.66,14.67,21.165
2010,7,1,0,33.49,13.82,23.655
2010,7,2,0,33.18,18.35,25.765
2010,7,3,8.01,30.62,17.26,23.94
2010,7,4,2.385,29.9,18.95,24.425
2010,7,5,3.6,29.83,13.54,21.685
2010,7,6,0.135,28.83,11.36,20.095
2010,7,7,0,30.93,13.3,22.115
2010,7,8,0,31.75,14.84,23.295
2010,7,9,0,34.32,17.83,26.075
2010,7,10,0,33.91,20.13,27.02
2010,7,11,0.315,32.77,16.05,24.41
2010,7,12,0.657,36.1,19.72,27.91
2010,7,13,1.242,32.83,19.81,26.32
2010,7,14,3.492,29.71,14.22,21.965
2010,7,15,7.29,32.58,19.93,26.255
2010,7,16,0.198,30.09,14.14,22.115
2010,7,17,0,28.23,16.9,22.565
2010,7,18,0,28.28,17.1,22.69
2010,7,19,0,24.45,10,17.225
2010,7,20,0.675,30.68,15.75,23.215
2010,7,21,0,26.26,10.3,18.28
2010,7,22,0,26.57,10.24,18.405
2010,7,23,0,27.06,12.82,19.94
2010,7,24,0,25.75,8.26,17.005
2010,7,25,0.513,25.59,9.83,17.71
2010,7,26,2.547,30.85,17.4,24.125
2010,7,27,0.045,28.58,18.72,23.65
2010,7,28,2.403,29.33,11.24,20.285
2010,7,29,0.972,31.24,16.92,24.08
2010,7,30,0,29.55,16.48,23.015
2010,7,31,0,28.81,13.87,21.34
2010,8,1,0,29.56,14.8,22.18
2010,8,2,0,26.04,11.78,18.91
2010,8,3,1.998,30.18,12.85,21.515
2010,8,4,18.225,33.4,15.68,24.54
2010,8,5,4.23,32.15,19.77,25.96
2010,8,6,0.918,31.45,21.16,26.305
2010,8,7,2.403,31.44,18.54,24.99
2010,8,8,0,30.89,17.05,23.97
2010,8,9,0,32.79,19.1,25.945
2010,8,10,0,34.94,20.4,27.67
2010,8,11,12.6,30.81,17.53,24.17
2010,8,12,0.468,27.19,15.25,21.22
2010,8,13,0,24.68,5.86,15.27
2010,8,14,0.792,29.06,14.15,21.605
2010,8,15,0,27.25,13.42,20.335
2010,8,16,0,25.59,8.17,16.88
2010,8,17,0,28.31,7.54,17.925
2010,8,18,0.9,28.37,11.67,20.02
2010,8,19,0,25.13,7.3,16.215
2010,8,20,0,27.36,7.1,17.23
2010,8,21,2.277,29.2,14.59,21.895
2010,8,22,0,25.27,6.37,15.82
2010,8,23,0,26.9,6.37,16.635
2010,8,24,0,28.1,10.4,19.25
2010,8,25,0,26,10.27,18.135
2010,8,26,0,28.08,12.03,20.055
2010,8,27,0.693,25.93,14.3,20.115
2010,8,28,0.945,28.88,12.88,20.88
2010,8,29,0.108,28.53,9.08,18.805
2010,8,30,7.335,28.4,11.1,19.75
2010,8,31,0,28.74,18.27,23.505
2010,9,1,0,25.09,5.45,15.27
2010,9,2,0,23.5,6.86,15.18
2010,9,3,0,23.5,6.86,15.18
2010,9,4,0,23.5,6.86,15.18
2010,9,5,0,23.5,6.86,15.18
2010,9,6,7.992,26.15,6.99,16.57
2010,9,7,1.053,25.43,9.66,17.545
2010,9,8,0,21.21,10.43,15.82
2010,9,9,0,25.91,7.98,16.945
2010,9,10,8.658,25.79,7.91,16.85
2010,9,11,6.48,28.38,8.96,18.67
2010,9,12,3.402,20.62,13.24,16.93
2010,9,13,14.535,13.8,9.85,11.825
2010,9,14,1.278,18.38,9.85,14.115
2010,9,15,0,23.25,6.38,14.815
2010,9,16,0,21.98,4.33,13.155
2010,9,17,0,18.87,1.42,10.145
2010,9,18,0,22.3,3.81,13.055
2010,9,19,10.332,18.24,8.92,13.58
2010,9,20,15.57,17.44,8.36,12.9
2010,9,21,0,14.72,4.27,9.495
2010,9,22,0,17.06,3.44,10.25
2010,9,23,0,22.3,3.81,13.055
2010,9,24,0,24.47,10.63,17.55
2010,9,25,0,27.53,10.92,19.225
2010,9,26,6.102,25.39,11.73,18.56
2010,9,27,1.143,17.26,6.04,11.65
2010,9,28,1.8,19.15,6.33,12.74
2010,9,29,71.442,21.82,12.71,17.265
2010,9,30,42.678,24.65,13.95,19.3
2010,10,1,0,14.72,4.27,9.495
2010,10,2,0.45,17.3,4.7,11
2010,10,3,1.8,19.15,6.33,12.74
2010,10,4,0.045,13.91,2.94,8.425
2010,10,5,0,15.23,6.71,10.97
2010,10,6,0,22.9,3.9,13.4
2010,10,7,0,26.07,5.33,15.7
2010,10,8,0,18.88,8.12,13.5
2010,10,9,10.35,19.81,10,14.905
2010,10,10,7.992,17.24,9.57,13.405
2010,10,11,1.458,16.07,12.44,14.255
2010,10,12,1.62,17.97,1.94,9.955
2010,10,13,4.977,22.77,-0.36,11.205
2010,10,14,0.072,12.77,-0.8,5.985
2010,10,15,0,19.45,-2.43,8.51
2010,10,16,0,21.12,-2.03,9.545
2010,10,17,0,20.25,2.17,11.21
2010,10,18,0.45,14.89,4.3,9.595
2010,10,19,12.42,13.13,4.2,8.665
2010,10,20,5.265,16.41,12.35,14.38
2010,10,21,0.45,18.01,11.17,14.59
2010,10,22,0.288,20.38,6.14,13.26
2010,10,23,0,18.26,0.83,9.545
2010,10,24,3.303,19.89,-0.45,9.72
2010,10,25,13.338,15.44,6.85,11.145
2010,10,26,13.968,11.96,7.8,9.88
2010,10,27,0,12.96,0.59,6.775
2010,10,28,1.215,13.93,-1.44,6.245
2010,10,29,2.79,14.97,0.74,7.855
2010,10,30,0,15.55,7.63,11.59
2010,10,31,0.513,14.21,-0.88,6.665
2010,11,1,0,16.27,2.06,9.165
2010,11,2,8.532,14.48,5.46,9.97
2010,11,3,0.693,13.9,9.12,11.51
2010,11,4,1.215,13.27,1.1,7.185
2010,11,5,0,8.38,3.63,6.005
2010,11,6,9.963,15.52,-2.31,6.605
2010,11,7,4.635,13.2,0.87,7.035
2010,11,8,3.078,18.28,9.21,13.745
2010,11,9,0.252,14.85,6.46,10.655
2010,11,10,0,11.27,-0.77,5.25
2010,11,11,0,7.72,-5.53,1.095
2010,11,12,0,7.38,-3.39,1.995
2010,11,13,2.205,12.71,-5.08,3.815
2010,11,14,0,6.9,-2.42,2.24
2010,11,15,2.385,7.73,-4.66,1.535
2010,11,16,0.225,11.64,-2.58,4.53
2010,11,17,4.95,7.86,-2.42,2.72
2010,11,18,0,11.55,2.6,7.075
2010,11,19,3.105,12.18,-2.09,5.045
2010,11,20,5.265,15.97,3.14,9.555
2010,11,21,4.86,8.95,-2.64,3.155
2010,11,22,1.755,11.62,0.3,5.96
2010,11,23,0,9.15,-3.36,2.895
2010,11,24,2.727,7.09,-3.44,1.825
2010,11,25,9.657,4.23,-3.3,0.465
2010,11,26,1.665,1.92,-3,-0.54
2010,11,27,0.09,1.35,-3.53,-1.09
2010,11,28,11.025,2.72,0.01,1.365
2010,11,29,3.528,7.33,0.28,3.805
2010,11,30,3.015,15.84,6.85,11.345
2010,12,1,14.895,10.04,-1.44,4.3
2010,12,2,4.212,4.06,-4.57,-0.255
2010,12,3,0.09,1.35,-3.53,-1.09
2010,12,4,0,1.93,-5.54,-1.805
2010,12,5,0,4.05,-9.77,-2.86
2010,12,6,0,3.98,-3.21,0.385
2010,12,7,0,4.26,-3.52,0.37
2010,12,8,0.108,3.2,-5.61,-1.205
2010,12,9,0,4.05,-9.77,-2.86
2010,12,10,0,2.12,-7.12,-2.5
2010,12,11,0.153,7.33,-6.47,0.43
2010,12,12,0,4.26,-3.52,0.37
2010,12,13,0.108,3.2,-5.61,-1.205
2010,12,14,9.81,2.74,-1.92,0.41
2010,12,15,0.072,1.45,-4.63,-1.59
2010,12,16,0,9.4,-4.07,2.665
2010,12,17,1.278,-1.36,-10.61,-5.985
2010,12,18,0.072,-1.34,-7.29,-4.315
2010,12,19,0,-0.34,-8.83,-4.585
2010,12,20,4.14,0.8,-12.02,-5.61
2010,12,21,0,6.2,-3.44,1.38
2010,12,22,3.015,1.65,-6.11,-2.23
2010,12,23,9.693,1.87,-5.15,-1.64
2010,12,24,0,5.72,-8.9,-1.59
2010,12,25,0,4.36,-6.96,-1.3
2010,12,26,0,3.24,-7.58,-2.17
2010,12,27,0,2.95,-10.67,-3.86
2010,12,28,0.072,-0.0800000000000001,-11.73,-5.905
2010,12,29,0,2.03,-12.02,-4.995
2010,12,30,0,2.44,-7.58,-2.57
2010,12,31,0,1.48,-9.38,-3.95
2011,1,1,0,-2.33,-11.55,-6.94
2011,1,2,1.503,4.3,-3.08,0.61
2011,1,3,3.33,3.53,-9.95,-3.21
2011,1,4,0,0.42,-12.76,-6.17
2011,1,5,0,3.27,-12.96,-4.845
2011,1,6,0.81,-1.83,-12.64,-7.235
2011,1,7,0.945,1.41,-10.21,-4.4
2011,1,8,20.853,3.67,-5.66,-0.995
2011,1,9,7.83,-0.37,-16.54,-8.455
2011,1,10,3.915,4.52,-4.24,0.14
2011,1,11,20.853,3.67,-5.66,-0.995
2011,1,12,25.668,10.25,-4.5,2.875
2011,1,13,0.882,12.54,-5.45,3.545
2011,1,14,1.197,4.03,-2.13,0.95
2011,1,15,2.547,6.36,-0.92,2.72
2011,1,16,7.74,3.95,-8.87,-2.46
2011,1,17,4.113,6.82,-2.22,2.3
2011,1,18,0,3.08,-9.37,-3.145
2011,1,19,7.362,0.73,-8.44,-3.855
2011,1,20,0,7.03,0.67,3.85
2011,1,21,0.108,6.06,-4.65,0.705
2011,1,22,0,8.05,-3.47,2.29
2011,1,23,0,5.73,-3.6,1.065
2011,1,24,26.622,-2.08,-10.5,-6.29
2011,1,25,0,0.19,-3.16,-1.485
2011,1,26,0,7.03,-5.61,0.71
2011,1,27,0.27,9.99,-4.8,2.595
2011,1,28,0,12.13,-5.9,3.115
2011,1,29,0,12.89,-5.95,3.47
2011,1,30,0,12.89,-5.95,3.47
2011,1,31,0,12.89,-5.95,3.47
2011,2,1,0,7.2,-1.16,3.02
2011,2,2,0,5.42,-0.24,2.59
2011,2,3,0,5.2,-9.67,-2.235
2011,2,4,0,3.55,-7.43,-1.94
2011,2,5,0,4.58,-6,-0.71
2011,2,6,0,7.2,-1.16,3.02
2011,2,7,0,5.2,-9.67,-2.235
2011,2,8,0,3.55,-7.43,-1.94
2011,2,9,0.63,-2.73,-12.05,-7.39
2011,2,10,0,-2.46,-10.53,-6.495
2011,2,11,0,1.22,-16.08,-7.43
2011,2,12,7.632,3.26,-13.22,-4.98
2011,2,13,3.24,6.59,-6.37,0.11
2011,2,14,9.963,1.09,-7.62,-3.265
2011,2,15,7.137,1.39,-3.38,-0.995
2011,2,16,0,1.19,-6.07,-2.44
2011,2,17,0,2.31,-12.32,-5.005
2011,2,18,0,1.63,-14.13,-6.25
2011,2,19,7.002,3.83,-12.73,-4.45
2011,2,20,0,1.19,-6.07,-2.44
2011,2,21,0,2.31,-12.32,-5.005
2011,2,22,0,1.63,-14.13,-6.25
2011,2,23,0,3.12,-13.68,-5.28
2011,2,24,0.225,6.3,-12.02,-2.86
2011,2,25,1.368,3.5,-4.04,-0.27
2011,2,26,0.99,1.31,-11.81,-5.25
2011,2,27,22.518,6.26,-2.86,1.7
2011,2,28,0.09,5,-3.32,0.84
2011,3,1,8.73,8.54,-7.35,0.595
2011,3,2,0,5.34,-3.29,1.025
2011,3,3,8.73,8.54,-7.35,0.595
2011,3,4,0,12.41,-0.91,5.75
2011,3,5,35.055,4.62,-5.49,-0.435
2011,3,6,0,13.68,-2.81,5.435
2011,3,7,0,6.46,-4.75,0.855
2011,3,8,0,4.8,-2.94,0.93
2011,3,9,0,10.19,-6.74,1.725
2011,3,10,4.338,5.27,-1.06,2.105
2011,3,11,7.56,13.03,-0.9,6.065
2011,3,12,0.495,10.59,3.27,6.93
2011,3,13,0.36,12.12,1.56,6.84
2011,3,14,0,13.18,0.23,6.705
2011,3,15,0,4.34,-2.87,0.735
2011,3,16,0,5.38,-4.6,0.39
2011,3,17,0,8.62,-3.88,2.37
2011,3,18,10.557,6.63,-1.34,2.645
2011,3,19,0,11.47,-1.38,5.045
2011,3,20,0,11.19,-1.51,4.84
2011,3,21,0,10.64,-3.92,3.36
2011,3,22,0,9.38,-1.79,3.795
2011,3,23,0,8.51,-5.37,1.57
2011,3,24,2.025,11.33,-3.88,3.725
2011,3,25,0.972,13.77,-0.67,6.55
2011,3,26,0,8.75,2.78,5.765
2011,3,27,0,17.34,3,10.17
2011,3,28,0,13.51,-2.52,5.495
2011,3,29,0,22.19,-0.57,10.81
2011,3,30,0.27,13.38,-0.25,6.565
2011,3,31,5.373,17.75,0.62,9.185
2011,4,1,4.05,12.83,2.74,7.785
2011,4,2,0.18,20.56,-2.3,9.13
2011,4,3,0.18,16.59,2.19,9.39
2011,4,4,4.887,12.55,-0.36,6.095
2011,4,5,0.09,8.26,0.91,4.585
2011,4,6,0,10.34,1.12,5.73
2011,4,7,0,12.83,3.17,8
2011,4,8,0,16.28,0.37,8.325
2011,4,9,0,14.15,2,8.075
2011,4,10,0,11.38,-1.96,4.71
2011,4,11,5.877,10.91,3.26,7.085
2011,4,12,9.27,8.42,3.43,5.925
2011,4,13,0.09,13.52,-0.86,6.33
2011,4,14,0,20.35,2.41,11.38
2011,4,15,0,18.98,6.12,12.55
2011,4,16,0,20.06,0.52,10.29
2011,4,17,0.315,16.5,2.98,9.74
2011,4,18,0.45,14.47,0,7.235
2011,4,19,0,17.21,-0.74,8.235
2011,4,20,0,20.91,-1.41,9.75
2011,4,21,0,21.81,5.32,13.565
2011,4,22,0.81,26.94,8.54,17.74
2011,4,23,10.512,17.66,1.46,9.56
2011,4,24,5.13,13.63,5.52,9.575
2011,4,25,4.365,19.76,8.26,14.01
2011,4,26,0.288,20.63,9.98,15.305
2011,4,27,0,24.52,8.17,16.345
2011,4,28,0,26.72,9.32,18.02
2011,4,29,0,27.02,10.68,18.85
2011,4,30,0.387,23.78,7.38,15.58
2011,5,1,2.025,16.06,3.21,9.635
2011,5,2,12.168,19.54,8.66,14.1
2011,5,3,12.42,12.34,8.1,10.22
2011,5,4,8.163,9.75,8.14,8.945
2011,5,5,2.358,22.92,7.21,15.065
2011,5,6,0.135,14.04,4.41,9.225
2011,5,7,0.045,12.53,2.44,7.485
2011,5,8,0,17.33,0.68,9.005
2011,5,9,0,20.59,0.39,10.49
2011,5,10,0,23.75,3.51,13.63
2011,5,11,2.34,25.68,4.96,15.32
2011,5,12,1.368,21.38,8.92,15.15
2011,5,13,0,14.21,8.12,11.165
2011,5,14,0,23.17,3.24,13.205
2011,5,15,0,23.69,3.42,13.555
2011,5,16,0,23.88,4.19,14.035
2011,5,17,0,23.88,4.19,14.035
2011,5,18,0.252,24.18,1.12,12.65
2011,5,19,0.045,24.92,13.47,19.195
2011,5,20,11.07,28.49,14.46,21.475
2011,5,21,2.16,24.25,9.6,16.925
2011,5,22,0,18.65,9.65,14.15
2011,5,23,0,24.8,11.58,18.19
2011,5,24,0.558,21.04,8.14,14.59
2011,5,25,3.852,26.42,12.3,19.36
2011,5,26,15.858,21.08,9.59,15.335
2011,5,27,3.195,18.98,8.33,13.655
2011,5,28,0,22.22,8.35,15.285
2011,5,29,0,26.42,4.83,15.625
2011,5,30,0,26.42,4.83,15.625
2011,5,31,0,26.42,4.83,15.625
2011,6,1,0.045,24.14,11.69,17.915
2011,6,2,3.06,28.81,11.97,20.39
2011,6,3,2.772,28.28,13.89,21.085
2011,6,4,1.035,27.58,12.56,20.07
2011,6,5,1.035,27.58,12.56,20.07
2011,6,6,0.252,25.5,15.03,20.265
2011,6,7,0,27.09,10.83,18.96
2011,6,8,0,25.38,6.62,16
2011,6,9,0,25.88,4.71,15.295
2011,6,10,0,27.19,11.54,19.365
2011,6,11,3.798,25.73,12.68,19.205
2011,6,12,0,27.35,16.66,22.005
2011,6,13,3.888,29.99,15.57,22.78
2011,6,14,0,30.66,16.52,23.59
2011,6,15,0,31.59,12.06,21.825
2011,6,16,0,29.3,12.09,20.695
2011,6,17,0.405,26.48,9.96,18.22
2011,6,18,2.925,30.25,11.11,20.68
2011,6,19,1.53,22.21,13.75,17.98
2011,6,20,4.698,33.55,15.18,24.365
2011,6,21,25.875,28.38,17.86,23.12
2011,6,22,28.242,22.17,14.46,18.315
2011,6,23,7.65,30.49,18.6,24.545
2011,6,24,0,23.35,7.67,15.51
2011,6,25,0.45,26.09,12.3,19.195
2011,6,26,0,30.09,17.34,23.715
2011,6,27,0,30.71,16.24,23.475
2011,6,28,0,28.32,11.12,19.72
2011,6,29,0,30.54,14.53,22.535
2011,6,30,0,31.93,17.19,24.56
2011,7,1,0.288,34.47,19.79,27.13
2011,7,2,0.153,35.67,19.93,27.8
2011,7,3,0,35.22,17.56,26.39
2011,7,4,0,32.07,13.3,22.685
2011,7,5,0,32.89,14.39,23.64
2011,7,6,2.925,29.62,18,23.81
2011,7,7,2.592,26.27,13.42,19.845
2011,7,8,0,29.67,9.59,19.63
2011,7,9,0,28.71,18.86,23.785
2011,7,10,0,30.57,15.79,23.18
2011,7,11,0,33.61,16.17,24.89
2011,7,12,0.882,32.52,20.22,26.37
2011,7,13,0.45,32.84,19.39,26.115
2011,7,14,17.307,33.15,22.03,27.59
2011,7,15,0,24.37,18.66,21.515
2011,7,16,0,28.87,16.47,22.67
2011,7,17,0,30.79,17.17,23.98
2011,7,18,0.198,30.23,16.94,23.585
2011,7,19,0,32.6,19.09,25.845
2011,7,20,0,33.21,17.45,25.33
2011,7,21,0,33.21,17.45,25.33
2011,7,22,0,25.36,9.02,17.19
2011,7,23,0.837,30.13,20.14,25.135
2011,7,24,15.768,30.14,20.28,25.21
2011,7,25,0.612,29.63,14.86,22.245
2011,7,26,41.94,28.82,20.31,24.565
2011,7,27,0.09,20.1,15.52,17.81
2011,7,28,0.027,23.44,12.23,17.835
2011,7,29,0.027,23.44,12.23,17.835
2011,7,30,0.027,23.44,12.23,17.835
2011,7,31,0,27.97,13.87,20.92
2011,8,1,0,27.53,10.86,19.195
2011,8,2,0,27.97,13.87,20.92
2011,8,3,0.495,30.33,14.84,22.585
2011,8,4,0,26.14,11.83,18.985
2011,8,5,0,27.97,13.87,20.92
2011,8,6,0,29.31,12.2,20.755
2011,8,7,0,29.31,12.2,20.755
2011,8,8,22.572,29.26,16.3,22.78
2011,8,9,8.793,23.18,13.62,18.4
2011,8,10,4.05,26.45,15.88,21.165
2011,8,11,1.827,29.89,18.44,24.165
2011,8,12,0,30.64,14.39,22.515
2011,8,13,0,32.04,15.54,23.79
2011,8,14,0,33.17,19.31,26.24
2011,8,15,0,33.75,20.47,27.11
2011,8,16,0,33.75,20.47,27.11
2011,8,17,1.26,30.71,13.78,22.245
2011,8,18,3.573,27.6,14.83,21.215
2011,8,19,0,27.78,16.15,21.965
2011,8,20,0,29.21,16.37,22.79
2011,8,21,33.66,28.87,14.75,21.81
2011,8,22,0.027,16.91,13.22,15.065
2011,8,23,0,20.99,11.94,16.465
2011,8,24,6.435,24.56,6.9,15.73
2011,8,25,5.625,26.85,13.23,20.04
2011,8,26,10.638,20.33,14.62,17.475
2011,8,27,5.625,26.85,13.23,20.04
2011,8,28,0,24.79,11.07,17.93
2011,8,29,0,16.93,3.93,10.43
2011,8,30,0,22.95,5.91,14.43
2011,8,31,0,25.95,8.88,17.415
2011,9,1,0,25.75,10.95,18.35
2011,9,2,0,23.68,9.68,16.68
2011,9,3,0,25.6,8.69,17.145
2011,9,4,0,29.77,9.7,19.735
2011,9,5,0.468,23.98,11.15,17.565
2011,9,6,1.692,17.8,13.2,15.5
2011,9,7,2.7,22.08,11.13,16.605
2011,9,8,1.215,24.88,15.31,20.095
2011,9,9,1.692,28.31,15.44,21.875
2011,9,10,4.608,21.34,15.02,18.18
2011,9,11,2.808,27.07,11.78,19.425
2011,9,12,0,27.71,11.98,19.845
2011,9,13,0,19.84,5.88,12.86
2011,9,14,0,19.2,3.46,11.33
2011,9,15,3.177,20.58,4.44,12.51
2011,9,16,0.792,21.03,11.97,16.5
2011,9,17,46.395,23.8,13.62,18.71
2011,9,18,10.845,14.39,10.18,12.285
2011,9,19,0,21.61,3.86,12.735
2011,9,20,2.853,18.35,8.38,13.365
2011,9,21,0.945,16.71,6.79,11.75
2011,9,22,0,19.75,8.02,13.885
2011,9,23,0.135,22.86,5.32,14.09
2011,9,24,0,20.68,6.03,13.355
2011,9,25,2.853,18.35,8.38,13.365
2011,9,26,0.198,20,5.12,12.56
2011,9,27,0,18.67,2.25,10.46
2011,9,28,0,18.86,3.39,11.125
2011,9,29,0,23.16,6.43,14.795
2011,9,30,0,26,11.22,18.61
2011,10,1,0,22.21,4.92,13.565
2011,10,2,8.388,20.08,5.23,12.655
2011,10,3,0,22.09,3.69,12.89
2011,10,4,0,21.11,4.1,12.605
2011,10,5,0,21.11,4.1,12.605
2011,10,6,0,20.1,1.49,10.795
2011,10,7,0,22.65,0.93,11.79
2011,10,8,0,18.46,0.83,9.645
2011,10,9,0,20.48,-0.74,9.87
2011,10,10,0.738,22.67,1.33,12
2011,10,11,29.772,22.34,6.59,14.465
2011,10,12,14.67,14.01,10.86,12.435
2011,10,13,3.177,13.81,11.03,12.42
2011,10,14,5.958,19.54,11.96,15.75
2011,10,15,0.468,19.43,2.25,10.84
2011,10,16,0.585,24.13,8.32,16.225
2011,10,17,0,19.41,4.24,11.825
2011,10,18,0.315,19.36,2.01,10.685
2011,10,19,0,13.32,0.18,6.75
2011,10,20,0,16.43,-1.44,7.495
2011,10,21,0,20.78,-2.4,9.19
2011,10,22,0,22.91,-0.29,11.31
2011,10,23,1.125,14.76,-4.01,5.375
2011,10,24,21.6,8.35,3.34,5.845
2011,10,25,31.248,15.78,1.83,8.805
2011,10,26,0,17.53,5.73,11.63
2011,10,27,17.505,15.09,-2.77,6.16
2011,10,28,14.292,14.12,5.65,9.885
2011,10,29,5.202,16.2,5.94,11.07
2011,10,30,0.54,11.87,-0.81,5.53
2011,10,31,0.36,16.85,6.25,11.55
2011,11,1,0.738,14.05,6.55,10.3
2011,11,2,0.36,16.85,6.25,11.55
2011,11,3,0.36,16.85,6.25,11.55
2011,11,4,0.36,16.85,6.25,11.55
2011,11,5,21.6,8.35,3.34,5.845
2011,11,6,0,13.16,9.49,11.325
2011,11,7,0,20.25,8.2,14.225
2011,11,8,10.53,14.93,0.1,7.515
2011,11,9,0,14.76,0.22,7.49
2011,11,10,0,14.85,-1.59,6.63
2011,11,11,12.51,5.1,-3.57,0.765
2011,11,12,0.423,5.04,-4.21,0.415
2011,11,13,0,4.75,-5.49,-0.37
