YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2000 1 150.1 1.37 -8.99 -3.81 16.19 10.36
2000 2 115.62 1.42 -9.89 -4.23 19.29 11.31
2000 3 91.36 5.33 -5.68 -0.17 38.14 11.01
2000 4 130.6 13.58 0.76 7.17 77.06 12.82
2000 5 53.91 19.49 5.6 12.55 122.69 13.89
2000 6 82.85 24.28 10.4 17.34 152.01 13.88
2000 7 35.56 27.71 13.68 20.69 174.87 14.04
2000 8 67.52 27.66 14.07 20.87 160.16 13.59
2000 9 89.28 22.08 9.66 15.87 108.41 12.41
2000 10 39.15 17.31 2.01 9.66 77.35 15.3
2000 11 94.95 9.6 -1.65 3.98 35.6 11.25
2000 12 75.63 1.16 -8.64 -3.74 16.48 9.8
2001 1 94.92 0.95 -9.57 -4.31 15.72 10.51
2001 2 56.7 1.61 -10.59 -4.49 19.66 12.2
2001 3 298.15 6.09 -4.78 0.65 39.68 10.87
2001 4 119.86 10.16 -0.12 5.02 63.05 10.28
2001 5 132.77 19.07 6.42 12.75 117.85 12.65
2001 6 105.55 24.88 12.01 18.45 150.96 12.87
2001 7 82.79 27.03 13.6 20.32 169.4 13.44
2001 8 74.06 26.62 13.06 19.84 155.79 13.56
2001 9 27.21 22.37 6.56 14.46 117.26 15.81
2001 10 85.12 15.93 3.49 9.71 69.88 12.44
2001 11 113.4 10.24 -0.77 4.73 36.44 11.02
2001 12 97.21 0.19 -10 -4.91 15.41 10.19
2002 1 122.26 -0.15 -9.96 -5.06 14.34 9.81
2002 2 69.86 1.11 -10.8 -4.84 18.9 11.9
2002 3 112.46 6.09 -4.8 0.65 39.68 10.88
2002 4 90.53 13.15 0.56 6.86 75.4 12.59
2002 5 100.93 21.14 5.31 13.22 133.88 15.83
2002 6 120.3 24.34 10.63 17.49 151.75 13.72
2002 7 65.6 27.53 13.15 20.34 175.37 14.38
2002 8 69.91 26.75 12.98 19.87 157.04 13.77
2002 9 22.9 23.21 8.27 15.74 118.5 14.94
2002 10 32.16 17.5 2.23 9.87 77.85 15.27
2002 11 62.94 9.54 -1.56 3.99 35.38 11.1
2002 12 58.68 1.51 -9.32 -3.91 17.13 10.84
2003 1 33.23 0.17 -11.95 -5.89 14.9 12.11
2003 2 111.57 1.28 -8.45 -3.59 19.41 9.73
2003 3 81.95 4.77 -5.64 -0.44 36.94 10.41
2003 4 88.88 13.96 1.11 7.53 78.88 12.84
2003 5 111.32 20.77 6.04 13.41 130.57 14.73
2003 6 98.74 23.5 10.22 16.86 146.89 13.28
2003 7 133.2 27.08 13.87 20.47 168.46 13.2
2003 8 87.06 26.21 12.29 19.25 154.71 13.92
2003 9 62.49 22.84 8.84 15.84 114.16 13.99
2003 10 104.16 15.82 3.17 9.5 69.18 12.65
2003 11 37.32 12.03 -0.93 5.55 40.48 12.96
