YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2000 1 59.89 0.42 -8.92 -4.25 14.84 9.34
2000 2 151.91 3.41 -7.76 -2.17 22.03 11.16
2000 3 79.12 7.64 -3.73 1.95 43.37 11.37
2000 4 62.63 11.7 0.18 5.94 69.4 11.53
2000 5 115.49 20.98 8.07 14.53 125.96 12.91
2000 6 53.13 25.54 11.64 18.59 157.52 13.9
2000 7 105.22 28.13 13.98 21.05 177.24 14.15
2000 8 102.89 27.78 14.34 21.06 160.11 13.45
2000 9 115.77 23.07 9.6 16.33 114.45 13.47
2000 10 39.31 17.42 3 10.21 76.5 14.42
2000 11 103.96 11.31 -0.83 5.24 39.06 12.15
2000 12 187.52 4.57 -5.26 -0.34 20.44 9.83
2001 1 88.45 0.51 -12.12 -5.8 15.28 12.63
2001 2 65.1 0.95 -11.86 -5.45 18.64 12.8
2001 3 64.47 7.15 -4.13 1.51 42.22 11.27
2001 4 67.5 14.13 1.62 7.88 78.2 12.51
2001 5 111.2 20.64 7.16 13.9 126.23 13.48
2001 6 57.7 26.89 12.31 19.6 165.78 14.57
2001 7 46.9 28.46 13.74 21.1 181.01 14.73
2001 8 52.48 27.81 12.73 20.27 166.12 15.08
2001 9 57.65 23.26 9.29 16.28 116.35 13.97
2001 10 123.1 16.9 4.31 10.6 72.49 12.58
2001 11 86.99 10.58 -0.9 4.84 37.31 11.48
2001 12 118.43 3.18 -6.18 -1.5 18.63 9.36
2002 1 36.36 0.18 -11.61 -5.71 14.87 11.78
2002 2 55.72 1.18 -10.9 -4.86 18.98 12.08
2002 3 190.34 7.44 -3.63 1.9 42.68 11.07
2002 4 66.52 15.23 2.85 9.04 81.33 12.38
2002 5 35.86 22.41 7.93 15.17 136.02 14.48
2002 6 115.31 25.9 12.92 19.41 155.69 12.99
2002 7 109.84 27.92 14.48 21.2 173.36 13.44
2002 8 121.74 27.46 14.35 20.9 157.47 13.11
2002 9 165.76 23.26 10.39 16.83 113.44 12.86
2002 10 101.29 16.76 4.73 10.75 71.23 12.03
2002 11 111 11.63 -0.71 5.46 39.75 12.35
2002 12 35.03 1.02 -8.65 -3.81 16.25 9.67
2003 1 53.98 -0.21 -9.72 -4.97 14.18 9.5
2003 2 41.67 2.81 -9.34 -3.26 22.15 12.15
2003 3 85.43 7 -4.97 1.01 42.88 11.97
2003 4 130.66 13.77 2.3 8.04 75.96 11.47
2003 5 138.4 19.72 5.55 12.64 124.85 14.17
2003 6 214.42 26.18 13.73 19.95 154.96 12.45
2003 7 187.54 27.78 14.95 21.36 169.93 12.83
2003 8 114.44 26.7 13.19 19.95 155.24 13.51
2003 9 53.2 23.72 9.52 16.62 117.6 14.2
2003 10 20.36 18.87 4.75 11.81 79.2 14.12
2003 11 37.69 10.12 -1.62 4.25 36.33 11.74
2003 12 115.88 3.34 -7.85 -2.26 19.29 11.19
2004 1 78.41 2.59 -6.86 -2.14 17.25 9.45
2004 2 44.97 0.1 -11 -5.45 17.37 11.11
2004 3 36.09 6.16 -5.47 0.34 40.29 11.63
2004 4 91.33 12.92 0.81 6.87 73.91 12.11
2004 5 75.35 21.7 7.62 14.66 132.08 14.08
2004 6 54.94 25.9 11.8 18.85 159.83 14.11
2004 7 85.94 28.18 14.66 21.42 174.88 13.52
2004 8 96.9 27.5 14.07 20.78 158.89 13.43
2004 9 88.07 22.82 9.1 15.96 114.25 13.72
2004 10 117.61 18.12 4.55 11.34 77.19 13.56
2004 11 86 9.24 -0.08 4.58 33.23 9.32
2004 12 246.96 5.21 -4.97 0.12 21.36 10.18
2005 1 87.93 1.29 -8.6 -3.66 15.94 9.89
2005 2 49.78 2.81 -8.49 -2.84 21.22 11.3
2005 3 59.47 5.72 -4.76 0.48 38.55 10.49
2005 4 71.06 14.02 1.31 7.67 78.19 12.71
2005 5 65.68 19.32 6.66 12.99 118.79 12.66
2005 6 200.12 24.79 12.27 18.53 149.22 12.52
2005 7 89.6 29.01 15.9 22.46 176.75 13.11
2005 8 88.92 27.59 13.7 20.65 160.98 13.89
2005 9 67.08 24.05 8.91 16.48 121.83 15.13
2005 10 43.24 18.93 3.66 11.3 81.77 15.26
2005 11 159.31 10.81 0.19 5.5 36.94 10.62
2005 12 83.4 3.61 -5.46 -0.92 19 9.08
2006 1 37.05 0.64 -12.12 -5.74 15.44 12.76
2006 2 48.13 1.09 -10.12 -4.52 18.77 11.21
2006 3 40.74 8.1 -4.43 1.84 45.26 12.53
2006 4 122.68 14.92 2.58 8.75 80.32 12.34
2006 5 83.06 20.69 6.54 13.62 128.14 14.15
2006 6 37.85 26.16 11.33 18.74 163.38 14.83
2006 7 97.87 28.7 14.29 21.49 180.86 14.41
2006 8 72.68 26.94 12.83 19.89 159.03 14.11
2006 9 81.09 23.15 8.71 15.93 117.1 14.44
2006 10 62.7 17.87 4.06 10.96 76.89 13.81
2006 11 59.69 11.29 -0.01 5.64 38.34 11.31
