YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2000 1 103.42 0.37 -9.97 -4.8 14.98 10.34
2000 2 53.35 0.41 -11.77 -5.68 17.85 12.18
2000 3 8.3 6.66 -5.45 0.61 41.69 12.1
2000 4 22.71 13.6 0.49 7.04 77.44 13.1
2000 5 64.43 20.17 5.81 12.99 126.54 14.36
2000 6 55.01 25.16 11.64 18.4 154.53 13.52
2000 7 124.2 27.57 13.41 20.49 174.68 14.16
2000 8 42.97 26.24 12.48 19.36 154.86 13.76
2000 9 106.73 22.45 9.48 15.96 111.08 12.97
2000 10 99.45 17.8 4.21 11.01 76.41 13.6
2000 11 114.43 9.9 -1.45 4.22 36.08 11.35
2000 12 132.59 2.98 -6.76 -1.89 18.55 9.74
2001 1 25.84 0.66 -9.6 -4.47 15.31 10.26
2001 2 30.99 0.78 -11.9 -5.56 18.4 12.68
2001 3 35.9 4.31 -7.71 -1.7 36.34 12.01
2001 4 78.49 14.24 1.3 7.77 79.19 12.94
2001 5 79.86 17.97 4.27 11.12 116.12 13.71
2001 6 129.44 24.45 11.29 17.87 150.27 13.16
2001 7 95.36 27.02 13.36 20.19 170.22 13.66
2001 8 200.75 25.44 13.18 19.3 145.97 12.26
2001 9 26.36 23 8.31 15.66 117.14 14.69
2001 10 73.32 18.69 4.22 11.45 80.05 14.47
2001 11 43.97 9.76 -1.62 4.07 35.88 11.38
2001 12 142.74 1.98 -8.51 -3.27 17.58 10.49
2002 1 117.42 2.11 -8.57 -3.23 17.06 10.68
2002 2 115.92 0.94 -10.67 -4.87 18.6 11.62
2002 3 24.29 4.46 -7.72 -1.63 36.76 12.18
2002 4 100.35 13.41 0.74 7.07 76.24 12.67
2002 5 139.79 20.3 7.66 13.98 122.56 12.65
2002 6 123.49 24.16 11.87 18.02 145.8 12.29
2002 7 64.98 27.64 13.84 20.74 173.61 13.8
2002 8 114.59 26.47 13.38 19.93 153.39 13.1
2002 9 152.91 22.77 9.5 16.13 112.93 13.27
2002 10 97.67 18.39 5.16 11.78 77.4 13.23
2002 11 97.3 9.53 -1.33 4.1 35.1 10.85
2002 12 79 2.56 -7.17 -2.3 18.06 9.73
2003 1 68.74 1.28 -9.33 -4.02 16.09 10.61
2003 2 38.64 0.86 -9.29 -4.22 18.92 10.16
2003 3 84.43 4.41 -7.68 -1.63 37.03 12.09
2003 4 77.15 11.98 -0.42 5.78 72.12 12.41
2003 5 70.03 19.39 5.71 12.55 122.3 13.68
2003 6 148.15 25.45 12.17 18.81 155.18 13.28
2003 7 46.91 27.62 12.76 20.19 177.34 14.85
2003 8 71.71 26.16 12.72 19.44 152.76 13.44
2003 9 20.23 23.44 8.71 16.08 117.9 14.73
2003 10 57.2 17.2 2.85 10.03 75.04 14.36
2003 11 16.11 8.84 -3.52 2.66 34.58 12.36
2003 12 50.46 2.11 -7.14 -2.52 17.26 9.26
2004 1 68.42 -1.02 -13.48 -7.25 13.34 12.46
2004 2 23.38 2.61 -9.26 -3.33 21.04 11.87
2004 3 106.75 6.14 -4.32 0.91 39.39 10.45
2004 4 60.05 13.78 -0.72 6.53 79.78 14.5
2004 5 165.6 19.76 6.53 13.15 122.03 13.22
2004 6 198.44 23.96 11.31 17.64 146.31 12.64
2004 7 77.36 28.66 14.44 21.55 179.92 14.22
2004 8 59.93 26.42 12.48 19.45 156.26 13.94
2004 9 37.15 22.38 7.91 15.15 114.52 14.48
2004 10 92.83 16.73 2.88 9.81 73.92 13.85
2004 11 51.63 12.69 -0.69 6 42.35 13.38
2004 12 24.02 3.23 -6.79 -1.78 18.95 10.02
2005 1 70.93 -0.12 -12.2 -6.16 14.5 12.08
2005 2 79.36 1.72 -9.99 -4.14 19.73 11.71
2005 3 215.81 5.23 -5.61 -0.19 37.74 10.83
2005 4 99.6 11.62 -0.1 5.76 69.44 11.72
2005 5 43.08 21.5 5.98 13.74 134.79 15.53
2005 6 85.01 23.98 10.31 17.15 150.04 13.67
2005 7 59.92 26.44 12.99 19.72 166.86 13.45
2005 8 119.05 26.93 13.27 20.1 157.39 13.66
2005 9 111 23.16 7.78 15.47 119.2 15.38
2005 10 50.78 17.36 3.23 10.3 75.98 14.13
2005 11 17.75 9.64 -3.03 3.3 36.54 12.67
2005 12 85.34 2.29 -8.26 -2.99 17.97 10.54
2006 1 120.53 -0.06 -10.74 -5.4 14.52 10.68
2006 2 106.28 2.04 -9.65 -3.8 20.2 11.7
2006 3 154.03 5.4 -4.84 0.28 37.68 10.24
2006 4 55.77 15.51 0.04 7.77 86.6 15.46
2006 5 79.05 20.39 6 13.19 127.5 14.39
2006 6 115.33 23.94 12.03 17.99 143.4 11.91
2006 7 102.35 26.47 14.01 20.24 162.8 12.46
2006 8 41.28 26.74 13.37 20.05 155.48 13.37
2006 9 97.68 22.34 9.12 15.73 111.36 13.22
2006 10 55.16 18.32 2.98 10.65 80.15 15.33
2006 11 86.86 9.25 -2.48 3.38 35.29 11.73
2006 12 120.06 1.77 -7.77 -3 17.08 9.54
2007 1 146.11 1.96 -8.77 -3.4 16.9 10.72
2007 2 83.23 2.78 -8.95 -3.08 22.03 11.73
2007 3 103.08 5.55 -6.08 -0.26 39.4 11.63
2007 4 59.72 14.73 0.83 7.78 82.79 13.89
2007 5 161.8 20.59 6.12 13.36 129.16 14.47
2007 6 106.68 25.31 11.84 18.57 155.23 13.46
2007 7 119.78 26.72 13.53 20.12 166.87 13.2
2007 8 32.6 26.67 12.7 19.69 156.82 13.97
2007 9 98.07 20.67 7.97 14.32 103.78 12.69
2007 10 132.75 16.1 3.58 9.84 69.62 12.52
2007 11 115.54 7.99 -1.64 3.18 31.29 9.62
2007 12 90.84 1.42 -7.01 -2.79 16.17 8.43
2008 1 142.57 0.46 -10.13 -4.84 15.12 10.58
2008 2 62.45 1.47 -10.93 -4.73 19.42 12.4
2008 3 36.07 5.65 -7.07 -0.71 39.69 12.72
2008 4 67.04 13.84 1.12 7.48 77.64 12.72
2008 5 82.64 18.55 5.27 11.91 117.4 13.28
2008 6 34.67 25.19 11.87 18.53 153.9 13.31
2008 7 94.97 28.02 15.2 21.61 171.1 12.82
2008 8 107.16 26.57 13.16 19.86 154.93 13.41
2008 9 99.51 24.17 12.41 18.29 113.03 11.76
2008 10 14.76 17.95 3.21 10.58 78.39 14.74
2008 11 68.33 10.23 -0.87 4.68 36.43 11.1
2008 12 57.74 2.64 -7.59 -2.48 18.31 10.23
2009 1 101.6 0.06 -11.86 -5.9 14.73 11.92
2009 2 118.2 1.55 -9.68 -4.07 19.42 11.23
2009 3 69.14 4.96 -6.32 -0.68 37.46 11.29
2009 4 120.42 13.7 0.22 6.96 78.28 13.48
2009 5 43.25 21.61 6.25 13.93 134.86 15.36
2009 6 80.57 24.32 11.38 17.85 148.92 12.94
2009 7 41.99 28.17 14.3 21.23 176.24 13.87
2009 8 32.62 26.73 12.93 19.83 157.1 13.81
2009 9 38.02 23.35 8.94 16.15 117.74 14.42
2009 10 48.63 17.45 3.63 10.54 75.78 13.82
2009 11 116.19 9.25 -0.97 4.14 34.12 10.23
