YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2000 1 108.46 4.15 -6.51 -1.18 19.5 10.66
2000 2 59.29 -0.13 -12.37 -6.25 17.09 12.24
2000 3 73.58 7.34 -4.32 1.51 42.98 11.66
2000 4 50.62 15.65 1.23 8.44 85.87 14.42
2000 5 136.79 19.47 5.97 12.72 121.68 13.51
2000 6 86.64 25.79 12.31 19.05 157.04 13.47
2000 7 85.14 29.31 16.43 22.87 177.01 12.89
2000 8 78.76 27.37 13.2 20.29 161.1 14.17
2000 9 227.12 22.83 10.63 16.73 110.25 12.2
2000 10 102.85 17.74 4.54 11.14 75.72 13.2
2000 11 35.16 9.75 -1.79 3.98 36.06 11.54
2000 12 83.33 3.2 -6.01 -1.4 18.64 9.21
2001 1 79.05 1.18 -9.26 -4.04 15.98 10.45
2001 2 46.94 3.13 -8.49 -2.68 21.79 11.62
2001 3 37.75 6.79 -4.17 1.31 41.24 10.96
2001 4 115.88 13.71 1.52 7.62 76.48 12.2
2001 5 73.76 19.84 7.98 13.91 118.45 11.86
2001 6 50.43 26.89 12.52 19.7 165.07 14.37
2001 7 70.42 27.98 14.91 21.44 172.05 13.07
2001 8 61.25 27.86 14.05 20.95 161.85 13.81
2001 9 77.96 24.71 11.23 17.97 120.02 13.48
2001 10 79.81 19.77 7.09 13.43 80.06 12.67
2001 11 46.57 10.42 -0.71 4.86 36.84 11.14
2001 12 123.33 4.12 -4.99 -0.43 19.62 9.1
2002 1 72.77 2.09 -9.65 -3.78 17.26 11.74
2002 2 100.26 1.43 -9.41 -3.99 19.22 10.84
2002 3 122.54 6.82 -3.83 1.49 41.04 10.65
2002 4 70.01 14.38 1.26 7.82 79.94 13.12
2002 5 78.9 20.77 6.29 13.53 129.31 14.48
2002 6 140.73 25.49 12.26 18.87 154.9 13.23
2002 7 102.62 27.78 15.14 21.46 169.22 12.64
2002 8 46.21 27.19 13.19 20.19 159.71 14
2002 9 118.36 23.01 9.57 16.29 114.23 13.44
2002 10 226.22 17.29 6.67 11.98 69.9 10.62
2002 11 19.04 10.65 -2.04 4.3 38.37 12.69
2002 12 140.53 3.34 -6.35 -1.5 18.99 9.69
2003 1 66.99 1.46 -10.91 -4.72 16.53 12.37
2003 2 84.86 1.04 -10.87 -4.92 19.48 11.92
2003 3 47.05 5.81 -4.5 0.65 39.09 10.32
2003 4 63.76 14.11 1.7 7.91 78.69 12.41
2003 5 71.69 20.73 6.63 13.68 128.86 14.1
2003 6 101.7 25.22 12.19 18.71 153.28 13.03
2003 7 77.21 28.93 15.72 22.33 176.64 13.21
2003 8 158.46 26.06 13.31 19.68 149.81 12.75
2003 9 47.34 24.03 9.31 16.67 119.96 14.71
2003 10 43.41 18.19 4.36 11.27 77.06 13.84
2003 11 197.45 12.22 0.76 6.49 39.59 11.45
2003 12 49.43 1.88 -7.6 -2.86 17.11 9.48
2004 1 45.43 0.85 -9.06 -4.1 15.49 9.91
2004 2 78.95 2.5 -9.25 -3.37 20.91 11.75
2004 3 56.21 5.45 -5.55 -0.05 38.39 11
2004 4 33.62 15.51 1.43 8.46 84.92 14.08
2004 5 113.42 20.78 7.38 14.08 126.6 13.4
2004 6 176.59 24.55 12.72 18.64 145.48 11.83
2004 7 81.19 28.2 15.13 21.66 172.98 13.07
2004 8 140.01 26.99 13.88 20.44 155.6 13.11
2004 9 39.69 24.19 9.48 16.83 121.41 14.71
2004 10 75.59 18.75 5.07 11.91 79.14 13.68
2004 11 73.72 10.88 -0.47 5.21 37.78 11.36
2004 12 94.99 0.92 -8.7 -3.89 16.16 9.62
2005 1 90.43 0.52 -11.34 -5.41 15.34 11.86
2005 2 89.56 2.54 -9.12 -3.29 20.94 11.66
2005 3 183.84 6.97 -3.29 1.84 41.02 10.26
2005 4 95.22 13.66 1.32 7.49 76.56 12.34
2005 5 82.86 21.62 5.52 13.57 136.53 16.1
2005 6 40.23 26.23 12.88 19.55 158.43 13.34
2005 7 43.01 29.35 14.58 21.96 185.34 14.78
2005 8 144.6 26.5 14.22 20.36 150.28 12.28
2005 9 116.81 23.5 9.7 16.6 116.79 13.8
2005 10 142.59 18.25 4.56 11.41 77.82 13.69
2005 11 154.07 11.21 0.59 5.9 37.65 10.63
2005 12 50.33 3.83 -5.83 -1 19.55 9.65
2006 1 107.68 1.19 -9.35 -4.08 16.01 10.54
2006 2 88.4 4.18 -7.45 -1.64 23.31 11.63
2006 3 118.13 6.48 -4.5 0.99 40.59 10.98
