YEAR MONTH PRCP TMAX TMIN TAVG ET DIF
2000 1 31.67 1.11 -10.21 -4.55 16.02 11.32
2000 2 143.25 2.73 -9.64 -3.46 21.32 12.36
2000 3 117.02 6.25 -4.64 0.8 40.02 10.89
2000 4 112.27 15.38 2.97 9.17 81.87 12.41
2000 5 126.18 20.63 8.63 14.63 121.83 11.99
2000 6 58.54 25 12.26 18.63 150.95 12.74
2000 7 24.96 29.54 15.91 22.73 181.43 13.63
2000 8 222.84 28.11 14.65 21.38 161.51 13.46
2000 9 52.67 23.88 11.2 17.54 115 12.68
2000 10 169.04 18.76 6.7 12.73 76.33 12.05
2000 11 126.47 10.11 0.16 5.14 35.26 9.95
2000 12 115.77 2.53 -7.44 -2.45 18.15 9.98
2001 1 58.24 0.93 -11.46 -5.26 15.86 12.39
2001 2 145.88 3.43 -7.58 -2.08 22.05 11.01
2001 3 43.21 9.79 -1.76 4.02 48.32 11.54
2001 4 168.84 14.78 2.64 8.71 79.56 12.13
2001 5 51.54 21.74 6.89 14.32 134.22 14.84
2001 6 82.48 26.32 13.4 19.86 157.18 12.92
2001 7 25.89 29.04 14.83 21.93 181.63 14.21
2001 8 26.19 28.31 13.68 20.99 166.77 14.64
2001 9 79.73 24 10.36 17.18 118.06 13.64
2001 10 85.1 18.96 4.61 11.78 80.7 14.35
2001 11 113.1 11.25 0.14 5.69 38.15 11.11
2001 12 102.87 4.09 -5.54 -0.73 19.84 9.63
2002 1 83.19 2.77 -7.91 -2.57 17.89 10.69
2002 2 24.29 2.37 -10.14 -3.88 20.81 12.51
2002 3 64.87 8.11 -2.66 2.72 43.92 10.77
2002 4 102.15 15.28 2.16 8.72 82.78 13.12
2002 5 123.34 22.76 8.56 15.66 136.76 14.2
2002 6 78.15 27.33 13.82 20.58 163.79 13.51
2002 7 139.01 30.49 16.3 23.4 188.17 14.19
2002 8 98.22 28.88 15.79 22.33 163.15 13.09
2002 9 84.62 25.07 11.18 18.13 122.37 13.89
2002 10 37.35 18.84 5.37 12.1 79.03 13.47
2002 11 151.97 9.82 -0.82 4.5 35.43 10.63
2002 12 129.25 3.58 -5.41 -0.92 18.96 8.99
